matrix_type,solver,solver_family,sigma,repeat,image_idx,image_name,data_source,seed,status,solve_success,hit_iteration_cap,error_message,failed_blocks,psnr_db,mse,relative_error,relative_residual,condition_number,time_ms,gs_avg_iters,gs_hit_max_ratio,gmres_avg_iters,gmres_hit_max_ratio
dense,lu,factorization,0.07,0,9,kodak_kodim10,benchmark,42,ok,True,False,,0,50.07946758241197,9.818683064910417e-06,0.006310778570142644,3.80361325577799e-16,2.5107067648455232,241.6344,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,9,kodak_kodim10,benchmark,42,ok,True,False,,0,50.079467592827164,9.818683041363405e-06,0.006310778564831673,2.660153794447838e-08,2.5107067648455232,2465.1404,9.625,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,9,kodak_kodim10,benchmark,42,ok,True,False,,0,50.0794674972215,9.818683257512063e-06,0.006310778621448681,4.145569688851226e-09,2.5107067648455232,359.2672,0.0,0.0,16.0,0.0
dense,np_solve,baseline,0.07,0,9,kodak_kodim10,benchmark,42,ok,True,False,,0,50.07946758241198,9.818683064910396e-06,0.006310778570142637,4.73088163319207e-16,2.5107067648455232,6.822,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,10,kodak_kodim11,benchmark,42,ok,True,False,,0,50.19468555647266,9.561619217900878e-06,0.007784022151886672,4.587007845261858e-16,2.5107067648455232,1293.2171,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,10,kodak_kodim11,benchmark,42,ok,True,False,,0,50.19468555647268,9.561619217900871e-06,0.0077840221518866715,3.7993943763766384e-16,2.5107067648455232,244.7211,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,10,kodak_kodim11,benchmark,42,ok,True,False,,0,50.1946856340443,9.561619047115766e-06,0.007784022082657328,2.5168362398882542e-08,2.5107067648455232,2504.9233,9.70703125,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,10,kodak_kodim11,benchmark,42,ok,True,False,,0,50.194685661859026,9.56161898587762e-06,0.007784022071794427,4.434518633356927e-09,2.5107067648455232,372.1542,0.0,0.0,15.98828125,0.0
dense,np_solve,baseline,0.07,0,10,kodak_kodim11,benchmark,42,ok,True,False,,0,50.19468555647266,9.561619217900888e-06,0.0077840221518866775,4.684669697059437e-16,2.5107067648455232,6.707,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,11,kodak_kodim12,benchmark,42,ok,True,False,,0,50.12218357576038,9.722582621483494e-06,0.004750101026946368,4.567749180763363e-16,2.5107067648455232,1277.9885,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,11,kodak_kodim12,benchmark,42,ok,True,False,,0,50.12218357576039,9.722582621483484e-06,0.004750101026946366,3.846349403081882e-16,2.5107067648455232,241.3425,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,11,kodak_kodim12,benchmark,42,ok,True,False,,0,50.122183736589044,9.722582261435176e-06,0.0047501009274867655,3.02597692730991e-08,2.5107067648455232,2535.5772,9.48828125,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,11,kodak_kodim12,benchmark,42,ok,True,False,,0,50.12218356416514,9.722582647441849e-06,0.004750101041332354,4.1033054649255446e-09,2.5107067648455232,359.9678,0.0,0.0,15.9921875,0.0
dense,np_solve,baseline,0.07,0,11,kodak_kodim12,benchmark,42,ok,True,False,,0,50.12218357576039,9.722582621483474e-06,0.004750101026946363,4.770342826245491e-16,2.5107067648455232,6.5791,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,12,kodak_kodim13,benchmark,42,ok,True,False,,0,50.17073155521616,9.614503115012928e-06,0.006633768034613863,4.653497788042031e-16,2.5107067648455232,1249.0675,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,12,kodak_kodim13,benchmark,42,ok,True,False,,0,50.170731555216165,9.614503115012916e-06,0.0066337680346138595,3.866541984051207e-16,2.5107067648455232,246.3891,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,12,kodak_kodim13,benchmark,42,ok,True,False,,0,50.17073129130669,9.614503699261313e-06,0.006633768232979493,1.9999626507149397e-08,2.5107067648455232,2504.1325,9.79296875,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,12,kodak_kodim13,benchmark,42,ok,True,False,,0,50.17073162203022,9.61450296709856e-06,0.006633767997308298,4.295957155772341e-09,2.5107067648455232,362.0832,0.0,0.0,15.98828125,0.0
dense,np_solve,baseline,0.07,0,12,kodak_kodim13,benchmark,42,ok,True,False,,0,50.170731555216165,9.614503115012916e-06,0.006633768034613859,4.692113782449135e-16,2.5107067648455232,6.5845,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,13,kodak_kodim14,benchmark,42,ok,True,False,,0,50.17665902686109,9.601389703850619e-06,0.007473348395419447,4.656775308498108e-16,2.5107067648455232,1329.4267,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,13,kodak_kodim14,benchmark,42,ok,True,False,,0,50.1766590268611,9.60138970385061e-06,0.007473348395419443,3.822522632079156e-16,2.5107067648455232,242.4721,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,13,kodak_kodim14,benchmark,42,ok,True,False,,0,50.17665904468043,9.601389664455598e-06,0.007473348376386832,2.2735663326399264e-08,2.5107067648455232,2517.5063,9.72265625,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,13,kodak_kodim14,benchmark,42,ok,True,False,,0,50.17665899688371,9.601389770124664e-06,0.007473348423851485,4.29630689128084e-09,2.5107067648455232,370.5059,0.0,0.0,15.984375,0.0
dense,np_solve,baseline,0.07,0,13,kodak_kodim14,benchmark,42,ok,True,False,,0,50.17665902686109,9.601389703850619e-06,0.0074733483954194475,4.681540990465879e-16,2.5107067648455232,6.5713,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,14,kodak_kodim15,benchmark,42,ok,True,False,,0,50.05236244895626,9.880154937342873e-06,0.005932638109549798,4.57696952490163e-16,2.5107067648455232,1255.7287,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,14,kodak_kodim15,benchmark,42,ok,True,False,,0,50.05236244895626,9.88015493734289e-06,0.005932638109549804,3.7643108709403244e-16,2.5107067648455232,244.3227,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,14,kodak_kodim15,benchmark,42,ok,True,False,,0,50.052362134945824,9.880155651713427e-06,0.005932638310472758,2.48099189689401e-08,2.5107067648455232,2619.2307,9.703125,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,14,kodak_kodim15,benchmark,42,ok,True,False,,0,50.05236240246583,9.880155043108118e-06,0.005932638148996046,4.179431580010961e-09,2.5107067648455232,384.9968,0.0,0.0,16.0,0.0
dense,np_solve,baseline,0.07,0,14,kodak_kodim15,benchmark,42,ok,True,False,,0,50.052362448956245,9.880154937342894e-06,0.005932638109549805,4.636449913375902e-16,2.5107067648455232,6.7615,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,15,kodak_kodim16,benchmark,42,ok,True,False,,0,50.05277986818987,9.879205358500792e-06,0.007147742738273264,4.6233108416033e-16,2.5107067648455232,1332.4256,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,15,kodak_kodim16,benchmark,42,ok,True,False,,0,50.05277986818987,9.879205358500795e-06,0.0071477427382732675,3.8727932516351073e-16,2.5107067648455232,252.8776,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,15,kodak_kodim16,benchmark,42,ok,True,False,,0,50.05278048834309,9.879203947794284e-06,0.0071477422303143755,2.9767049347874976e-08,2.5107067648455232,2416.5018,9.40234375,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,15,kodak_kodim16,benchmark,42,ok,True,False,,0,50.052779924563666,9.879205230263315e-06,0.0071477426965963296,4.1288456142049614e-09,2.5107067648455232,373.394,0.0,0.0,16.0,0.0
dense,np_solve,baseline,0.07,0,15,kodak_kodim16,benchmark,42,ok,True,False,,0,50.05277986818987,9.879205358500785e-06,0.007147742738273262,4.660841454453474e-16,2.5107067648455232,6.9748,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,16,kodak_kodim17,benchmark,42,ok,True,False,,0,50.07789860598394,9.822230903069744e-06,0.008696535027008418,4.666028976648392e-16,2.5107067648455232,1278.6575,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,16,kodak_kodim17,benchmark,42,ok,True,False,,0,50.07789860598394,9.822230903069744e-06,0.008696535027008418,3.8715060002403337e-16,2.5107067648455232,246.1992,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,16,kodak_kodim17,benchmark,42,ok,True,False,,0,50.07789841782487,9.82223132862014e-06,0.008696535215065391,2.4339876641879137e-08,2.5107067648455232,2508.5802,9.56640625,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,16,kodak_kodim17,benchmark,42,ok,True,False,,0,50.07789863669481,9.822230833612428e-06,0.008696534996109822,4.128978869591792e-09,2.5107067648455232,371.1629,0.0,0.0,15.9921875,0.0
dense,np_solve,baseline,0.07,0,16,kodak_kodim17,benchmark,42,ok,True,False,,0,50.07789860598394,9.822230903069744e-06,0.008696535027008416,4.7097700942322e-16,2.5107067648455232,6.6669,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,17,kodak_kodim18,benchmark,42,ok,True,False,,0,50.12722812422544,9.711295909911241e-06,0.00978942760115614,4.646699379667472e-16,2.5107067648455232,1298.8347,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,17,kodak_kodim18,benchmark,42,ok,True,False,,0,50.12722812422544,9.711295909911243e-06,0.00978942760115614,3.876108221752905e-16,2.5107067648455232,276.2083,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,17,kodak_kodim18,benchmark,42,ok,True,False,,0,50.127228119046364,9.71129592149222e-06,0.00978942761210592,1.8220845659734367e-08,2.5107067648455232,2530.999,9.67578125,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,17,kodak_kodim18,benchmark,42,ok,True,False,,0,50.12722811381614,9.711295933187568e-06,0.00978942761556161,4.570875726446052e-09,2.5107067648455232,379.1381,0.0,0.0,15.97265625,0.0
dense,np_solve,baseline,0.07,0,17,kodak_kodim18,benchmark,42,ok,True,False,,0,50.127228124225425,9.711295909911269e-06,0.009789427601156152,4.63241656880075e-16,2.5107067648455232,6.9667,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,18,kodak_kodim19,benchmark,42,ok,True,False,,0,50.03714868480471,9.914826788810062e-06,0.00643854489198668,4.656182983041054e-16,2.5107067648455232,1295.2784,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,18,kodak_kodim19,benchmark,42,ok,True,False,,0,50.03714868480471,9.91482678881007e-06,0.006438544891986682,3.8120097405595525e-16,2.5107067648455232,246.0472,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,18,kodak_kodim19,benchmark,42,ok,True,False,,0,50.037148999465764,9.914826070447327e-06,0.006438544658739499,2.710779537995291e-08,2.5107067648455232,2478.1008,9.40625,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,18,kodak_kodim19,benchmark,42,ok,True,False,,0,50.037148584738354,9.914827017258871e-06,0.006438544966162352,4.308944303918671e-09,2.5107067648455232,358.406,0.0,0.0,15.98828125,0.0
dense,np_solve,baseline,0.07,0,18,kodak_kodim19,benchmark,42,ok,True,False,,0,50.03714868480471,9.914826788810074e-06,0.006438544891986683,4.734819206110666e-16,2.5107067648455232,6.7288,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,19,kodak_kodim20,benchmark,42,ok,True,False,,0,50.59532818546594,8.719010114212066e-06,0.004059365578445606,4.528697648033667e-16,2.5107067648455232,1284.0837,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,19,kodak_kodim20,benchmark,42,ok,True,False,,0,50.595328185465924,8.719010114212086e-06,0.004059365578445613,3.8365161839698034e-16,2.5107067648455232,255.4667,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,19,kodak_kodim20,benchmark,42,ok,True,False,,0,50.595326582960745,8.719013331444187e-06,0.004059366118103607,3.200480244930605e-08,2.5107067648455232,2487.4033,9.4921875,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,19,kodak_kodim20,benchmark,42,ok,True,False,,0,50.59532805825549,8.719010369603094e-06,0.004059365632692548,4.108095312012777e-09,2.5107067648455232,386.752,0.0,0.0,15.99609375,0.0
dense,np_solve,baseline,0.07,0,19,kodak_kodim20,benchmark,42,ok,True,False,,0,50.59532818546594,8.719010114212052e-06,0.004059365578445602,4.684542920820454e-16,2.5107067648455232,6.624,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,20,kodak_kodim21,benchmark,42,ok,True,False,,0,50.094227965520076,9.785368913891328e-06,0.006507842637193836,4.643073378314373e-16,2.5107067648455232,1301.2699,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,20,kodak_kodim21,benchmark,42,ok,True,False,,0,50.094227965520076,9.785368913891333e-06,0.006507842637193837,3.816506494494553e-16,2.5107067648455232,266.3233,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,20,kodak_kodim21,benchmark,42,ok,True,False,,0,50.0942277910081,9.785369307095512e-06,0.006507842764647275,2.949969635887962e-08,2.5107067648455232,2479.0187,9.4921875,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,20,kodak_kodim21,benchmark,42,ok,True,False,,0,50.09422789421271,9.785369074558569e-06,0.0065078426986485164,4.169822592271364e-09,2.5107067648455232,362.4755,0.0,0.0,15.99609375,0.0
dense,np_solve,baseline,0.07,0,20,kodak_kodim21,benchmark,42,ok,True,False,,0,50.09422796552008,9.785368913891318e-06,0.006507842637193833,4.641841371518633e-16,2.5107067648455232,7.2371,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,21,kodak_kodim22,benchmark,42,ok,True,False,,0,50.14852666341539,9.663786656917743e-06,0.006650057407587097,4.609512644511134e-16,2.5107067648455232,1272.8544,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,21,kodak_kodim22,benchmark,42,ok,True,False,,0,50.14852666341539,9.663786656917738e-06,0.006650057407587094,3.8746163347891603e-16,2.5107067648455232,253.8547,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,21,kodak_kodim22,benchmark,42,ok,True,False,,0,50.14852644542618,9.663787141980613e-06,0.006650057573027175,2.913932534466575e-08,2.5107067648455232,2539.0301,9.5390625,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,21,kodak_kodim22,benchmark,42,ok,True,False,,0,50.14852669622242,9.663786583916554e-06,0.006650057392758786,4.132665672996993e-09,2.5107067648455232,365.4771,0.0,0.0,15.99609375,0.0
dense,np_solve,baseline,0.07,0,21,kodak_kodim22,benchmark,42,ok,True,False,,0,50.14852666341539,9.663786656917743e-06,0.006650057407587096,4.710310650764309e-16,2.5107067648455232,6.6377,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,22,kodak_kodim23,benchmark,42,ok,True,False,,0,50.05520237479792,9.873696247123488e-06,0.006778315140784473,4.654888110671855e-16,2.5107067648455232,1318.1987,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,22,kodak_kodim23,benchmark,42,ok,True,False,,0,50.05520237479792,9.873696247123494e-06,0.006778315140784474,3.859365970429756e-16,2.5107067648455232,245.095,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,22,kodak_kodim23,benchmark,42,ok,True,False,,0,50.05520229194157,9.87369643549761e-06,0.006778315216380977,2.8037519008794142e-08,2.5107067648455232,2471.7151,9.46875,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,22,kodak_kodim23,benchmark,42,ok,True,False,,0,50.05520225314042,9.873696523712139e-06,0.0067783152501097515,4.289777489746443e-09,2.5107067648455232,394.2976,0.0,0.0,15.99609375,0.0
dense,np_solve,baseline,0.07,0,22,kodak_kodim23,benchmark,42,ok,True,False,,0,50.05520237479792,9.873696247123488e-06,0.006778315140784473,4.740215228366773e-16,2.5107067648455232,6.5304,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,0,23,kodak_kodim24,benchmark,42,ok,True,False,,0,50.29502186254028,9.343246648215385e-06,0.006457711336146882,4.612545932638298e-16,2.5107067648455232,1272.6355,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,0,23,kodak_kodim24,benchmark,42,ok,True,False,,0,50.29502186254028,9.343246648215381e-06,0.00645771133614688,3.8556259053489633e-16,2.5107067648455232,245.1621,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,0,23,kodak_kodim24,benchmark,42,ok,True,False,,0,50.295022228717286,9.343245860436094e-06,0.006457710926275953,2.708164051813875e-08,2.5107067648455232,2469.5316,9.40625,0.0,0.0,0.0
dense,gmres,hybrid,0.07,0,23,kodak_kodim24,benchmark,42,ok,True,False,,0,50.29502197505241,9.34324640616107e-06,0.006457711232916209,4.208227722663983e-09,2.5107067648455232,365.8239,0.0,0.0,15.99609375,0.0
dense,np_solve,baseline,0.07,0,23,kodak_kodim24,benchmark,42,ok,True,False,,0,50.295021862540274,9.3432466482154e-06,0.006457711336146886,4.669797468690866e-16,2.5107067648455232,6.945,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,1,0,kodak_kodim01,benchmark,42,ok,True,False,,0,50.13592832885931,9.691860781865683e-06,0.006841473556912358,4.641126991518226e-16,2.5107067648455232,1316.4387,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,1,0,kodak_kodim01,benchmark,42,ok,True,False,,0,50.1359283288593,9.691860781865693e-06,0.006841473556912362,3.8915020148114417e-16,2.5107067648455232,257.7267,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,1,0,kodak_kodim01,benchmark,42,ok,True,False,,0,50.13592873410979,9.691859877495209e-06,0.006841473239919438,2.042342596975853e-08,2.5107067648455232,2531.9744,9.81640625,0.0,0.0,0.0
dense,gmres,hybrid,0.07,1,0,kodak_kodim01,benchmark,42,ok,True,False,,0,50.135928420372444,9.691860577641903e-06,0.006841473494384826,4.271325348721559e-09,2.5107067648455232,406.9825,0.0,0.0,15.9921875,0.0
dense,np_solve,baseline,0.07,1,0,kodak_kodim01,benchmark,42,ok,True,False,,0,50.13592832885931,9.691860781865683e-06,0.006841473556912358,4.666009597829327e-16,2.5107067648455232,6.7767,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,1,1,kodak_kodim02,benchmark,42,ok,True,False,,0,50.09218838307295,9.78996550784001e-06,0.009756582174440394,4.587219104763339e-16,2.5107067648455232,1296.6065,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,1,1,kodak_kodim02,benchmark,42,ok,True,False,,0,50.09218838307295,9.78996550784002e-06,0.009756582174440401,3.8703528315221766e-16,2.5107067648455232,257.835,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,1,1,kodak_kodim02,benchmark,42,ok,True,False,,0,50.092188794762166,9.789964579800813e-06,0.009756581714143533,2.9008498450212865e-08,2.5107067648455232,2439.3571,9.40234375,0.0,0.0,0.0
dense,gmres,hybrid,0.07,1,1,kodak_kodim02,benchmark,42,ok,True,False,,0,50.09218839934483,9.789965471159594e-06,0.009756582167891322,4.175947214144694e-09,2.5107067648455232,363.0573,0.0,0.0,15.9921875,0.0
dense,np_solve,baseline,0.07,1,1,kodak_kodim02,benchmark,42,ok,True,False,,0,50.09218838307295,9.78996550784002e-06,0.0097565821744404,4.751905410609442e-16,2.5107067648455232,6.7244,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,1,2,kodak_kodim03,benchmark,42,ok,True,False,,0,50.14139486273393,9.679669156707665e-06,0.00729745338631208,4.638826516598413e-16,2.5107067648455232,1279.4719,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,1,2,kodak_kodim03,benchmark,42,ok,True,False,,0,50.14139486273394,9.679669156707651e-06,0.007297453386312075,3.8756205142064354e-16,2.5107067648455232,255.1801,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,1,2,kodak_kodim03,benchmark,42,ok,True,False,,0,50.141395431047,9.6796678900367e-06,0.007297452910710215,2.7663992037698657e-08,2.5107067648455232,2497.2932,9.484375,0.0,0.0,0.0
dense,gmres,hybrid,0.07,1,2,kodak_kodim03,benchmark,42,ok,True,False,,0,50.14139496724505,9.679668923770552e-06,0.0072974533050340845,4.129946911083517e-09,2.5107067648455232,388.3445,0.0,0.0,16.0,0.0
dense,np_solve,baseline,0.07,1,2,kodak_kodim03,benchmark,42,ok,True,False,,0,50.14139486273394,9.679669156707645e-06,0.007297453386312071,4.704684694475042e-16,2.5107067648455232,6.9543,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,1,3,kodak_kodim04,benchmark,42,ok,True,False,,0,50.206464361857726,9.535721614716314e-06,0.007546760980558347,4.670363855285785e-16,2.5107067648455232,1306.1391,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,1,3,kodak_kodim04,benchmark,42,ok,True,False,,0,50.206464361857726,9.53572161471631e-06,0.007546760980558343,3.895421678313152e-16,2.5107067648455232,246.0762,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,1,3,kodak_kodim04,benchmark,42,ok,True,False,,0,50.2064643377313,9.535721667690267e-06,0.007546761001886147,2.6325373629509846e-08,2.5107067648455232,2525.1367,9.5703125,0.0,0.0,0.0
dense,gmres,hybrid,0.07,1,3,kodak_kodim04,benchmark,42,ok,True,False,,0,50.2064643615065,9.53572161548749e-06,0.007546760972727097,4.018259982156941e-09,2.5107067648455232,401.3033,0.0,0.0,16.0,0.0
dense,np_solve,baseline,0.07,1,3,kodak_kodim04,benchmark,42,ok,True,False,,0,50.206464361857726,9.535721614716306e-06,0.0075467609805583424,4.810476907936666e-16,2.5107067648455232,6.8183,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,1,4,kodak_kodim05,benchmark,42,ok,True,False,,0,50.03668611360675,9.915882882716694e-06,0.008391111160202469,4.57169485060365e-16,2.5107067648455232,1298.2301,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,1,4,kodak_kodim05,benchmark,42,ok,True,False,,0,50.03668611360675,9.915882882716694e-06,0.008391111160202469,3.8155792294665927e-16,2.5107067648455232,252.3032,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,1,4,kodak_kodim05,benchmark,42,ok,True,False,,0,50.03668587508752,9.915883427307735e-06,0.00839111139678651,1.49761683313533e-08,2.5107067648455232,2579.6467,9.96875,0.0,0.0,0.0
dense,gmres,hybrid,0.07,1,4,kodak_kodim05,benchmark,42,ok,True,False,,0,50.03668605435705,9.915883017996604e-06,0.008391111228365375,4.476088890167772e-09,2.5107067648455232,376.6694,0.0,0.0,15.9921875,0.0
dense,np_solve,baseline,0.07,1,4,kodak_kodim05,benchmark,42,ok,True,False,,0,50.03668611360676,9.915882882716679e-06,0.008391111160202462,4.74931577581744e-16,2.5107067648455232,10.2025,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,1,5,kodak_kodim06,benchmark,42,ok,True,False,,0,50.151046244282036,9.658181789406599e-06,0.005405638861377602,4.601274306461723e-16,2.5107067648455232,1307.343,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,1,5,kodak_kodim06,benchmark,42,ok,True,False,,0,50.15104624428203,9.658181789406605e-06,0.005405638861377604,3.8346001047946036e-16,2.5107067648455232,245.508,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,1,5,kodak_kodim06,benchmark,42,ok,True,False,,0,50.151046213458976,9.65818185795333e-06,0.005405638880527696,2.8153076063660725e-08,2.5107067648455232,2622.9141,9.51953125,0.0,0.0,0.0
dense,gmres,hybrid,0.07,1,5,kodak_kodim06,benchmark,42,ok,True,False,,0,50.151046128919745,9.65818204595832e-06,0.005405638939524235,3.969065914702019e-09,2.5107067648455232,373.6661,0.0,0.0,16.0,0.0
dense,np_solve,baseline,0.07,1,5,kodak_kodim06,benchmark,42,ok,True,False,,0,50.151046244282036,9.658181789406597e-06,0.005405638861377601,4.685188042634454e-16,2.5107067648455232,7.0017,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,1,6,kodak_kodim07,benchmark,42,ok,True,False,,0,50.128063063456466,9.709429074640436e-06,0.006896757322450235,4.64177355518888e-16,2.5107067648455232,1261.4461,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,1,6,kodak_kodim07,benchmark,42,ok,True,False,,0,50.128063063456466,9.709429074640438e-06,0.0068967573224502365,3.85509861335568e-16,2.5107067648455232,253.5011,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,1,6,kodak_kodim07,benchmark,42,ok,True,False,,0,50.12806289981257,9.709429440495603e-06,0.006896757452086573,2.5472528583388762e-08,2.5107067648455232,2513.5264,9.625,0.0,0.0,0.0
dense,gmres,hybrid,0.07,1,6,kodak_kodim07,benchmark,42,ok,True,False,,0,50.12806303906633,9.709429129168941e-06,0.006896757348071821,4.195002459958598e-09,2.5107067648455232,368.5744,0.0,0.0,16.0,0.0
dense,np_solve,baseline,0.07,1,6,kodak_kodim07,benchmark,42,ok,True,False,,0,50.12806306345648,9.709429074640413e-06,0.006896757322450226,4.701467545843797e-16,2.5107067648455232,6.7331,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,1,7,kodak_kodim08,benchmark,42,ok,True,False,,0,50.14206317280491,9.678179724320968e-06,0.005821224376023156,4.585217183297493e-16,2.5107067648455232,1319.8657,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,1,7,kodak_kodim08,benchmark,42,ok,True,False,,0,50.142063172804924,9.678179724320964e-06,0.005821224376023156,3.7906588077980593e-16,2.5107067648455232,247.9224,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,1,7,kodak_kodim08,benchmark,42,ok,True,False,,0,50.1420633790767,9.67817926464775e-06,0.005821224250213194,1.787548844779003e-08,2.5107067648455232,2586.0824,9.83984375,0.0,0.0,0.0
dense,gmres,hybrid,0.07,1,7,kodak_kodim08,benchmark,42,ok,True,False,,0,50.14206318558057,9.678179695850632e-06,0.005821224374713121,4.503056853319917e-09,2.5107067648455232,377.9732,0.0,0.0,15.984375,0.0
dense,np_solve,baseline,0.07,1,7,kodak_kodim08,benchmark,42,ok,True,False,,0,50.1420631728049,9.678179724320988e-06,0.005821224376023163,4.656948145052876e-16,2.5107067648455232,6.8663,0.0,0.0,0.0,0.0
dense,gaussian,direct,0.07,1,8,kodak_kodim09,benchmark,42,ok,True,False,,0,50.14682832721008,9.667566481193863e-06,0.005810515919567649,4.646687233293009e-16,2.5107067648455232,1268.361,0.0,0.0,0.0,0.0
dense,lu,factorization,0.07,1,8,kodak_kodim09,benchmark,42,ok,True,False,,0,50.14682832721008,9.667566481193856e-06,0.0058105159195676465,3.8357066385013935e-16,2.5107067648455232,245.8006,0.0,0.0,0.0,0.0
dense,gauss_seidel,iterative,0.07,1,8,kodak_kodim09,benchmark,42,ok,True,False,,0,50.14682846950076,9.667566164449206e-06,0.005810515826402916,2.9412437435018783e-08,2.5107067648455232,2542.9845,9.5234375,0.0,0.0,0.0
dense,gmres,hybrid,0.07,1,8,kodak_kodim09,benchmark,42,ok,True,False,,0,50.14682840976348,9.667566297426748e-06,0.0058105158552098175,4.181281450373459e-09,2.5107067648455232,358.4978,0.0,0.0,15.9921875,0.0
dense,np_solve,baseline,0.07,1,8,kodak_kodim09,benchmark,42,ok,True,False,,0,50.14682832721008,9.667566481193858e-06,0.0058105159195676465,4.713654978202629e-16,2.5107067648455232,7.7358,0.0,0.0,0.0,0.0
