matrix_type,sigma,repeat,image_idx,image_name,solver,baseline_solver,delta_psnr_db,delta_mse,delta_relative_error,delta_relative_residual,delta_time_ms
dense,0.01,1,7,kodak_kodim08,gaussian,np_solve,2.842170943040401e-14,-1.2440796412797536e-21,-1.8431436932253575e-18,-1.0242402935988243e-17,1226.0148
dense,0.01,1,7,kodak_kodim08,lu,np_solve,-1.4210854715202004e-14,7.146840492458159e-22,2.4936649967166602e-18,-7.833272394702702e-17,231.54739999999998
dense,0.01,1,7,kodak_kodim08,gauss_seidel,np_solve,7.872147165244314e-07,-3.5439113732931273e-14,-6.898519158259758e-11,1.8280945350148074e-08,2453.0776
dense,0.01,1,7,kodak_kodim08,gmres,np_solve,6.408510699884573e-07,-2.885006307096491e-14,-4.8251871465412877e-11,4.502308515302067e-09,341.3692
dense,0.01,1,8,kodak_kodim09,gaussian,np_solve,-2.842170943040401e-14,1.5881867761018131e-21,3.469446951953614e-18,-9.865965256823368e-18,1251.2284
dense,0.01,1,8,kodak_kodim09,lu,np_solve,-2.842170943040401e-14,1.376428539288238e-21,3.0357660829594124e-18,-9.194572240640311e-17,234.1673
dense,0.01,1,8,kodak_kodim09,gauss_seidel,np_solve,-1.8747716978850804e-07,8.489436841767166e-15,1.888955062246539e-11,2.9351966986868653e-08,2437.9026
dense,0.01,1,8,kodak_kodim09,gmres,np_solve,7.029064192920487e-07,-3.18293611995698e-14,-6.820577479541012e-11,4.207343028531197e-09,350.4147
dense,0.01,1,9,kodak_kodim10,gaussian,np_solve,-2.842170943040401e-14,1.0058516248644817e-21,2.6020852139652106e-18,-1.802053448947185e-18,1252.2134
dense,0.01,1,9,kodak_kodim10,lu,np_solve,-1.4210854715202004e-14,7.940933880509066e-22,1.734723475976807e-18,-8.473187486889453e-17,238.33429999999998
dense,0.01,1,9,kodak_kodim10,gauss_seidel,np_solve,1.0710227513754944e-06,-4.8792807766156673e-14,-1.0227683543834187e-10,2.644872391259998e-08,2426.9795
dense,0.01,1,9,kodak_kodim10,gmres,np_solve,-5.330955445970176e-07,2.4286349712804753e-14,5.192548561266941e-11,4.146207977622305e-09,345.0767
dense,0.01,1,10,kodak_kodim11,gaussian,np_solve,-4.263256414560601e-14,1.5881867761018131e-21,4.9873299934333204e-18,-8.381698619169825e-18,1271.1585
dense,0.01,1,10,kodak_kodim11,lu,np_solve,-2.842170943040401e-14,1.3234889800848443e-21,3.903127820947816e-18,-8.411913542048789e-17,251.6224
dense,0.01,1,10,kodak_kodim11,gauss_seidel,np_solve,-7.049219163945963e-08,3.2862096379630715e-15,9.185973162684213e-12,2.5221607025261037e-08,2409.9644
dense,0.01,1,10,kodak_kodim11,gmres,np_solve,-3.0041962872928707e-07,1.4004982642687797e-14,5.455310704040317e-11,4.4336823735024965e-09,352.1113
dense,0.01,1,11,kodak_kodim12,gaussian,np_solve,-5.684341886080802e-14,2.567568621364598e-21,4.662069341687669e-18,-8.352658793181597e-18,1235.3017000000002
dense,0.01,1,11,kodak_kodim12,lu,np_solve,-1.4210854715202004e-13,6.432156443212343e-21,1.1275702593849246e-17,-8.381034308336832e-17,233.81480000000002
dense,0.01,1,11,kodak_kodim12,gauss_seidel,np_solve,-6.694800418927116e-06,3.053363440989851e-13,5.209700288354158e-10,3.026180476785003e-08,2420.3856
dense,0.01,1,11,kodak_kodim12,gmres,np_solve,-7.237312900088e-07,3.300790209007223e-14,6.674074520037626e-11,4.104400472799045e-09,345.3773
dense,0.01,1,12,kodak_kodim13,gaussian,np_solve,1.4210854715202004e-14,-7.411538288475128e-22,-1.734723475976807e-18,-7.254010994055496e-18,1214.1497
dense,0.01,1,12,kodak_kodim13,lu,np_solve,5.684341886080802e-14,-2.4881592825595072e-21,-6.179952383167375e-18,-8.532832743623347e-17,234.72949999999997
dense,0.01,1,12,kodak_kodim13,gauss_seidel,np_solve,2.6406155626546024e-06,-1.184201621218047e-13,-3.0409148549931375e-10,1.9944162864411183e-08,2454.4994
dense,0.01,1,12,kodak_kodim13,gmres,np_solve,-2.1447846165756346e-07,9.61843263113254e-15,3.252287393389064e-11,4.296852786279344e-09,343.0786
dense,0.01,1,13,kodak_kodim14,gaussian,np_solve,-7.105427357601002e-14,3.1234339930002325e-21,8.023096076392733e-18,-1.3706773503519492e-17,1244.7046
dense,0.01,1,13,kodak_kodim14,lu,np_solve,-2.842170943040401e-14,1.5087774372967225e-21,3.686287386450715e-18,-8.304052873363707e-17,231.7897
dense,0.01,1,13,kodak_kodim14,gauss_seidel,np_solve,-1.5537347337613028e-06,7.125823712447538e-14,1.922756407216064e-10,2.2645057618439163e-08,2424.5546999999997
dense,0.01,1,13,kodak_kodim14,gmres,np_solve,-1.3447161961721577e-07,6.167210731239625e-15,2.3600564861767093e-11,4.294494562851185e-09,346.338
dense,0.01,1,14,kodak_kodim15,gaussian,np_solve,0.0,-1.0587911840678754e-22,-3.2526065174565133e-19,-4.314989313224849e-18,1226.4231000000002
dense,0.01,1,14,kodak_kodim15,lu,np_solve,0.0,1.5881867761018131e-22,4.336808689942018e-19,-8.253250467394478e-17,233.7484
dense,0.01,1,14,kodak_kodim15,gauss_seidel,np_solve,-9.797233531116945e-07,4.564275610689611e-14,1.1040388633691556e-10,2.4806914890357942e-08,2457.9456999999998
dense,0.01,1,14,kodak_kodim15,gmres,np_solve,1.7762987170044653e-07,-8.275311280214913e-15,-9.232330178132742e-12,4.183316795560892e-09,345.0539
dense,0.01,1,15,kodak_kodim16,gaussian,np_solve,5.684341886080802e-14,-2.4087499437544166e-21,-6.071532165918825e-18,-2.600248183465477e-18,1250.5517
dense,0.01,1,15,kodak_kodim16,lu,np_solve,5.684341886080802e-14,-2.752857078576476e-21,-6.938893903907228e-18,-7.955039909397102e-17,245.5287
dense,0.01,1,15,kodak_kodim16,gauss_seidel,np_solve,2.798003649218117e-06,-1.2734414610904308e-13,-3.2424752466342355e-10,2.9769840685724893e-08,2344.7144000000003
dense,0.01,1,15,kodak_kodim16,gmres,np_solve,3.1009182066554786e-07,-1.4113058752801525e-14,-3.223246517781997e-11,4.130173914047835e-09,354.2871
dense,0.01,1,16,kodak_kodim17,gaussian,np_solve,-7.105427357601002e-14,2.7263872989747792e-21,8.456776945386935e-18,-9.939599771624761e-18,1224.3197
dense,0.01,1,16,kodak_kodim17,lu,np_solve,-5.684341886080802e-14,2.2234614865425384e-21,6.938893903907228e-18,-8.226585533981466e-17,231.7866
dense,0.01,1,16,kodak_kodim17,gauss_seidel,np_solve,-2.2818123994738926e-06,1.0382923538518911e-13,3.242011366397929e-10,2.425614140008953e-08,2379.1576
dense,0.01,1,16,kodak_kodim17,gmres,np_solve,-1.7766198823210289e-07,8.08414571136829e-15,2.5293165565459796e-11,4.133233271501146e-09,340.3234
dense,0.01,1,17,kodak_kodim18,gaussian,np_solve,0.0,-5.293955920339377e-23,-2.168404344971009e-19,2.351795870551496e-18,1222.9653
dense,0.01,1,17,kodak_kodim18,lu,np_solve,0.0,3.1763735522036263e-22,1.3010426069826053e-18,-7.500030830598139e-17,248.0434
dense,0.01,1,17,kodak_kodim18,gauss_seidel,np_solve,-3.360553222364615e-07,1.5595537775849692e-14,3.925171277417705e-11,1.755854874840687e-08,2414.4503
dense,0.01,1,17,kodak_kodim18,gmres,np_solve,-4.545614729067893e-08,2.1095130558241736e-15,2.0344453118686934e-12,4.574229708070815e-09,349.8795
dense,0.01,1,18,kodak_kodim19,gaussian,np_solve,-2.842170943040401e-14,1.3234889800848443e-21,3.0357660829594124e-18,-1.7568951845246434e-18,1267.103
dense,0.01,1,18,kodak_kodim19,lu,np_solve,-5.684341886080802e-14,2.3822801641527197e-21,5.421010862427522e-18,-8.407307158937648e-17,231.3013
dense,0.01,1,18,kodak_kodim19,gauss_seidel,np_solve,-1.9585764192697752e-06,9.021006245922047e-14,2.0621524258156165e-10,2.688693464491591e-08,2371.4210000000003
dense,0.01,1,18,kodak_kodim19,gmres,np_solve,-3.3562646706286614e-07,1.5458614952865594e-14,3.533754712459203e-11,4.311146792546456e-09,343.14320000000004
dense,0.01,1,19,kodak_kodim20,gaussian,np_solve,5.684341886080802e-14,-2.117582368135751e-21,-2.8189256484623115e-18,-1.2731459369895326e-17,1215.1968
dense,0.01,1,19,kodak_kodim20,lu,np_solve,1.5631940186722204e-13,-6.670384459627615e-21,-1.1817803680091998e-17,-8.576597939723335e-17,232.7298
dense,0.01,1,19,kodak_kodim20,gauss_seidel,np_solve,2.599568432515298e-06,-1.1220090958040664e-13,-4.4134743711239655e-10,3.201895433952565e-08,2419.6875
dense,0.01,1,19,kodak_kodim20,gmres,np_solve,2.812818564734698e-07,-1.2140510686320356e-14,-4.861444677806831e-11,4.107575870385185e-09,362.86969999999997
dense,0.01,1,20,kodak_kodim21,gaussian,np_solve,-4.263256414560601e-14,1.5352472168984194e-21,3.686287386450715e-18,-8.680726124336176e-18,1257.6714000000002
dense,0.01,1,20,kodak_kodim21,lu,np_solve,-7.105427357601002e-14,2.7263872989747792e-21,6.5052130349130266e-18,-8.6623624891619e-17,236.3204
dense,0.01,1,20,kodak_kodim21,gauss_seidel,np_solve,1.6304675085621056e-06,-7.305255619749467e-14,-1.7156241022015656e-10,2.952166276162795e-08,2355.839
dense,0.01,1,20,kodak_kodim21,gmres,np_solve,-2.836737138522949e-07,1.2709909632749864e-14,3.677123959055367e-11,4.185601786665723e-09,350.1298
dense,0.01,1,21,kodak_kodim22,gaussian,np_solve,4.263256414560601e-14,-1.5881867761018131e-21,-3.469446951953614e-18,-1.2877169060897815e-17,1232.5873
dense,0.01,1,21,kodak_kodim22,lu,np_solve,1.4210854715202004e-14,-1.852884572118782e-22,-1.0842021724855044e-19,-8.442076229154534e-17,231.1036
dense,0.01,1,21,kodak_kodim22,gauss_seidel,np_solve,-3.390580047835101e-07,1.5713712450988603e-14,3.6947093821904087e-11,2.9193121044288406e-08,2390.0147
dense,0.01,1,21,kodak_kodim22,gmres,np_solve,3.2582042308604287e-07,-1.5100212151825148e-14,-2.7223485618566023e-11,4.13133443794963e-09,343.426
dense,0.01,1,22,kodak_kodim23,gaussian,np_solve,1.4210854715202004e-14,-4.235164736271502e-22,-6.505213034913027e-19,-1.404337547510638e-17,1228.1767000000002
dense,0.01,1,22,kodak_kodim23,lu,np_solve,-2.842170943040401e-14,1.1117307432712692e-21,3.0357660829594124e-18,-8.276302345389735e-17,251.9185
dense,0.01,1,22,kodak_kodim23,gauss_seidel,np_solve,2.7390034063046187e-07,-1.2481777243214239e-14,5.1769906720885994e-12,2.8139433317093656e-08,2387.6147
dense,0.01,1,22,kodak_kodim23,gmres,np_solve,3.636451140209829e-07,-1.657149218170075e-14,-2.9015696204233443e-11,4.2955191675744495e-09,346.2491
dense,0.01,1,23,kodak_kodim24,gaussian,np_solve,5.684341886080802e-14,-2.80579663777987e-21,-5.7462715141731735e-18,-8.10087675547309e-18,1238.0554000000002
dense,0.01,1,23,kodak_kodim24,lu,np_solve,5.684341886080802e-14,-2.8587361969832636e-21,-5.854691731421724e-18,-8.470837548368271e-17,235.1982
dense,0.01,1,23,kodak_kodim24,gauss_seidel,np_solve,-1.6448819053493935e-06,7.341472133359836e-14,3.443911735651062e-11,2.717049868567069e-08,2342.3249
dense,0.01,1,23,kodak_kodim24,gmres,np_solve,-3.174849183551487e-07,1.4170052476388274e-14,2.57967905934256e-11,4.207804484558853e-09,356.24379999999996
dense,0.01,2,0,kodak_kodim01,gaussian,np_solve,-1.4210854715202004e-14,7.146840492458159e-22,1.951563910473908e-18,-7.203514385666244e-18,1251.2077
dense,0.01,2,0,kodak_kodim01,lu,np_solve,-2.842170943040401e-14,1.2970192004831474e-21,3.2526065174565133e-18,-8.328531057845057e-17,232.28209999999999
dense,0.01,2,0,kodak_kodim01,gauss_seidel,np_solve,-7.141005369248887e-07,3.2809901547676415e-14,8.040217059843147e-11,2.019840275451554e-08,2462.966
dense,0.01,2,0,kodak_kodim01,gmres,np_solve,-7.548850504690563e-07,3.4683777925568763e-14,9.168361837959271e-11,4.271465163746039e-09,346.14279999999997
dense,0.01,2,1,kodak_kodim02,gaussian,np_solve,-1.4210854715202004e-14,2.3822801641527197e-22,1.0842021724855044e-18,-9.08484616173934e-18,1246.9371999999998
dense,0.01,2,1,kodak_kodim02,lu,np_solve,1.4210854715202004e-14,-8.470329472543003e-22,-2.6020852139652106e-18,-8.738806600834398e-17,233.674
dense,0.01,2,1,kodak_kodim02,gauss_seidel,np_solve,-2.1826022731374906e-06,1.0056181735844933e-13,3.4894020247040747e-10,2.932914114377578e-08,2355.3990000000003
dense,0.01,2,1,kodak_kodim02,gmres,np_solve,-2.911698970819998e-07,1.3415438446975943e-14,5.6337567640521446e-11,4.1819859484513304e-09,360.8996
dense,0.01,2,2,kodak_kodim03,gaussian,np_solve,0.0,4.235164736271502e-22,1.3010426069826053e-18,-5.05692995172742e-18,1225.3564
dense,0.01,2,2,kodak_kodim03,lu,np_solve,-1.4210854715202004e-14,7.411538288475128e-22,2.168404344971009e-18,-8.025507058665628e-17,232.5779
dense,0.01,2,2,kodak_kodim03,gauss_seidel,np_solve,-8.712675736433084e-07,3.951287345589749e-14,1.0398352513242559e-10,2.7862340001923768e-08,2393.1385999999998
dense,0.01,2,2,kodak_kodim03,gmres,np_solve,3.1484960061334277e-07,-1.427874887931719e-14,-2.6833769364506543e-11,4.128599631513647e-09,341.70689999999996
dense,0.01,2,3,kodak_kodim04,gaussian,np_solve,-2.842170943040401e-14,1.5881867761018131e-21,4.553649124439119e-18,-6.794626184847005e-18,1234.7242999999999
dense,0.01,2,3,kodak_kodim04,lu,np_solve,-2.842170943040401e-14,1.376428539288238e-21,3.686287386450715e-18,-8.737267694525264e-17,241.8627
dense,0.01,2,3,kodak_kodim04,gauss_seidel,np_solve,6.822205023127026e-07,-3.2037688529430524e-14,-8.639879046576371e-11,2.6267439403102854e-08,2381.6225
dense,0.01,2,3,kodak_kodim04,gmres,np_solve,-5.5915805319273204e-08,2.625857034811225e-15,4.71927596827626e-12,4.054334807441716e-09,342.7813
dense,0.01,2,4,kodak_kodim05,gaussian,np_solve,2.842170943040401e-14,-9.26442286059391e-22,-2.3852447794681098e-18,-9.099165262276966e-18,1237.1914
dense,0.01,2,4,kodak_kodim05,lu,np_solve,4.263256414560601e-14,-2.1705219273391446e-21,-6.071532165918825e-18,-8.409779077880976e-17,238.0274
dense,0.01,2,4,kodak_kodim05,gauss_seidel,np_solve,-1.8016494607309141e-07,8.301526394067062e-15,2.5144344072136615e-11,1.4646519897171128e-08,2472.3882
dense,0.01,2,4,kodak_kodim05,gmres,np_solve,6.170612465439262e-07,-2.843255637550787e-14,-7.544577267613872e-11,4.400986931635993e-09,346.2903
dense,0.01,2,5,kodak_kodim06,gaussian,np_solve,-1.4210854715202004e-14,9.793818452627848e-22,2.168404344971009e-18,-9.161950405987836e-18,1223.754
dense,0.01,2,5,kodak_kodim06,lu,np_solve,-5.684341886080802e-14,2.8587361969832636e-21,5.7462715141731735e-18,-8.324688370658991e-17,231.3858
dense,0.01,2,5,kodak_kodim06,gauss_seidel,np_solve,4.242324195047331e-06,-1.936457265265667e-13,-3.764760645157822e-10,2.8127965112939112e-08,2411.0138
dense,0.01,2,5,kodak_kodim06,gmres,np_solve,4.3492669021816255e-07,-1.9852733177334788e-14,-3.269035844973012e-11,3.971134433952527e-09,340.8139
dense,0.01,2,6,kodak_kodim07,gaussian,np_solve,-4.263256414560601e-14,2.3822801641527197e-21,6.071532165918825e-18,-3.045033306361614e-18,1234.9676
dense,0.01,2,6,kodak_kodim07,lu,np_solve,-4.263256414560601e-14,2.3822801641527197e-21,5.854691731421724e-18,-8.616472906175821e-17,233.2519
dense,0.01,2,6,kodak_kodim07,gauss_seidel,np_solve,-1.8299380855069103e-06,8.423676967745001e-14,2.0779583349145314e-10,2.5371066852690665e-08,2421.5728
dense,0.01,2,6,kodak_kodim07,gmres,np_solve,-4.864899949552637e-07,2.2394385713947397e-14,6.354243737086152e-11,4.197173905417425e-09,352.5308
dense,0.01,2,7,kodak_kodim08,gaussian,np_solve,-8.526512829121202e-14,3.943997160652836e-21,8.023096076392733e-18,-8.781691280915072e-18,1225.3577
dense,0.01,2,7,kodak_kodim08,lu,np_solve,-1.1368683772161603e-13,5.0027883447207114e-21,9.75781955236954e-18,-8.522259153393521e-17,231.5091
dense,0.01,2,7,kodak_kodim08,gauss_seidel,np_solve,-1.6701254423878709e-06,7.718358625324447e-14,1.4993227145931876e-10,1.8281141799537615e-08,2466.7502
dense,0.01,2,7,kodak_kodim08,gmres,np_solve,-1.350256653154247e-06,6.240108962189885e-14,1.3890418036708457e-10,4.5018248092055855e-09,342.5017
dense,0.01,2,8,kodak_kodim09,gaussian,np_solve,1.4210854715202004e-14,-2.117582368135751e-22,-1.0842021724855044e-19,-5.906421046433245e-18,1223.0254
dense,0.01,2,8,kodak_kodim09,lu,np_solve,-2.842170943040401e-14,1.376428539288238e-21,3.144186300207963e-18,-8.553479862958448e-17,235.3726
dense,0.01,2,8,kodak_kodim09,gauss_seidel,np_solve,-5.9459338785927685e-08,2.6960305381176915e-15,5.630924654505265e-12,2.9352207590315267e-08,2382.4604
dense,0.01,2,8,kodak_kodim09,gmres,np_solve,-2.3854425990066375e-08,1.0816176632051948e-15,-1.0802365946194215e-12,4.206436692594501e-09,363.9737
dense,0.01,2,9,kodak_kodim10,gaussian,np_solve,1.4210854715202004e-14,-1.164670302474663e-21,-2.710505431213761e-18,-4.102001327870868e-18,1240.6009000000001
dense,0.01,2,9,kodak_kodim10,lu,np_solve,4.263256414560601e-14,-1.7470054537119944e-21,-4.228388472693467e-18,-7.846410506209725e-17,233.4894
dense,0.01,2,9,kodak_kodim10,gauss_seidel,np_solve,-2.0642648337343417e-06,9.57875789110979e-14,2.1574709846341328e-10,2.6443219415461506e-08,2427.4662
dense,0.01,2,9,kodak_kodim10,gmres,np_solve,2.9208129603830457e-07,-1.3553373712560027e-14,-3.9798805527221925e-11,4.1463149008415246e-09,342.8637
dense,0.01,2,10,kodak_kodim11,gaussian,np_solve,-2.842170943040401e-14,1.1911400820763599e-21,3.686287386450715e-18,-7.666576408885175e-18,1230.8462
dense,0.01,2,10,kodak_kodim11,lu,np_solve,-4.263256414560601e-14,1.5087774372967225e-21,4.553649124439119e-18,-7.681820727201527e-17,240.0941
dense,0.01,2,10,kodak_kodim11,gauss_seidel,np_solve,7.686190883759991e-07,-3.526214070404171e-14,-9.900049660269139e-11,2.522259031529966e-08,2434.4379000000004
dense,0.01,2,10,kodak_kodim11,gmres,np_solve,8.155200248438632e-08,-3.7413828827328875e-15,3.010452997997959e-12,4.434875195763533e-09,340.70430000000005
dense,0.01,2,11,kodak_kodim12,gaussian,np_solve,5.684341886080802e-14,-2.4881592825595072e-21,-4.119968255444917e-18,-1.432585797620006e-17,1226.6499
dense,0.01,2,11,kodak_kodim12,lu,np_solve,4.263256414560601e-14,-1.5881867761018131e-21,-2.6020852139652106e-18,-8.467710484454688e-17,239.9895
dense,0.01,2,11,kodak_kodim12,gauss_seidel,np_solve,-1.949148398239231e-06,8.781937049027791e-14,1.5087255338282202e-10,3.026141375558726e-08,2354.581
dense,0.01,2,11,kodak_kodim12,gmres,np_solve,-2.2554999645763019e-07,1.0162209651470774e-14,2.6453371936539793e-11,4.1046219935878345e-09,357.4532
dense,0.01,2,12,kodak_kodim13,gaussian,np_solve,0.0,3.441071348220595e-22,1.4094628242311558e-18,-4.036709505260029e-18,1220.4760999999999
dense,0.01,2,12,kodak_kodim13,lu,np_solve,4.263256414560601e-14,-2.064642808932357e-21,-4.445228907190568e-18,-8.363658724577793e-17,231.2201
dense,0.01,2,12,kodak_kodim13,gauss_seidel,np_solve,1.2842386638567405e-06,-5.766701779454358e-14,-1.6445055419419402e-10,1.994358661163446e-08,2490.5584
dense,0.01,2,12,kodak_kodim13,gmres,np_solve,-1.2245854463799333e-07,5.498837837808023e-15,1.9039562461353743e-11,4.29692558270207e-09,343.4531
dense,0.01,2,13,kodak_kodim14,gaussian,np_solve,4.263256414560601e-14,-1.4293680984916318e-21,-3.2526065174565133e-18,-6.344555020649902e-18,1231.4571
dense,0.01,2,13,kodak_kodim14,lu,np_solve,5.684341886080802e-14,-2.2499312661442353e-21,-5.421010862427522e-18,-8.018283443931468e-17,235.9392
dense,0.01,2,13,kodak_kodim14,gauss_seidel,np_solve,-1.5118863387897363e-06,6.944823825399256e-14,1.7366205522229006e-10,2.264654778170471e-08,2466.4395
dense,0.01,2,13,kodak_kodim14,gmres,np_solve,1.6396364799220464e-07,-7.531640201797058e-15,-1.8355144661141853e-11,4.294968716114832e-09,355.01
dense,0.01,2,14,kodak_kodim15,gaussian,np_solve,-2.842170943040401e-14,1.3499587596865412e-21,2.710505431213761e-18,-8.919045667839712e-18,1231.2103
dense,0.01,2,14,kodak_kodim15,lu,np_solve,-2.842170943040401e-14,1.5087774372967225e-21,2.8189256484623115e-18,-8.006205715761769e-17,231.2108
dense,0.01,2,14,kodak_kodim15,gauss_seidel,np_solve,-8.566580333990714e-07,3.9618661677081127e-14,8.563818111682192e-11,2.4807918442302417e-08,2428.8699
dense,0.01,2,14,kodak_kodim15,gmres,np_solve,-7.591646067339752e-08,3.510979015530522e-15,1.342601919397668e-11,4.183562959761472e-09,346.5435
dense,0.01,2,15,kodak_kodim16,gaussian,np_solve,1.4210854715202004e-14,-1.0323214044661785e-21,-2.6020852139652106e-18,-1.623037775135909e-18,1213.3204
dense,0.01,2,15,kodak_kodim16,lu,np_solve,0.0,-1.3234889800848443e-22,-2.168404344971009e-19,-8.204945930625622e-17,232.7428
dense,0.01,2,15,kodak_kodim16,gauss_seidel,np_solve,-1.864056571321271e-07,8.40160648668893e-15,2.1523000395817782e-11,2.9769739865246333e-08,2323.4192000000003
dense,0.01,2,15,kodak_kodim16,gmres,np_solve,-6.166094408399658e-07,2.7791594129993906e-14,7.564202562926337e-11,4.1304576132277495e-09,342.87710000000004
dense,0.01,2,16,kodak_kodim17,gaussian,np_solve,0.0,-5.293955920339377e-23,-2.168404344971009e-19,-8.023386753845028e-18,1244.5951
dense,0.01,2,16,kodak_kodim17,lu,np_solve,-1.4210854715202004e-14,8.470329472543003e-22,2.6020852139652106e-18,-8.178324108244937e-17,230.25469999999999
dense,0.01,2,16,kodak_kodim17,gauss_seidel,np_solve,-8.803805968682354e-07,3.976399286378372e-14,1.2524298633777298e-10,2.4255901645338475e-08,2505.8467
dense,0.01,2,16,kodak_kodim17,gmres,np_solve,-3.3294492141067167e-07,1.5038063068084054e-14,4.722405127534357e-11,4.133163810484205e-09,397.7677
dense,0.01,2,17,kodak_kodim18,gaussian,np_solve,-2.842170943040401e-14,1.0587911840678754e-21,3.686287386450715e-18,-1.0150543567694618e-17,1339.5847
dense,0.01,2,17,kodak_kodim18,lu,np_solve,0.0,2.117582368135751e-22,4.336808689942018e-19,-8.34118450123669e-17,240.7302
dense,0.01,2,17,kodak_kodim18,gauss_seidel,np_solve,-1.9997489175693772e-07,9.223196231803826e-15,3.9456616142755085e-11,1.7558369604431735e-08,2443.5469999999996
dense,0.01,2,17,kodak_kodim18,gmres,np_solve,1.384099732604227e-07,-6.383713093711653e-15,-2.3297485685427888e-11,4.573223304106925e-09,355.3915
dense,0.01,2,18,kodak_kodim19,gaussian,np_solve,-1.4210854715202004e-14,7.940933880509066e-22,1.734723475976807e-18,-1.0973961232423425e-17,1355.7461
dense,0.01,2,18,kodak_kodim19,lu,np_solve,2.842170943040401e-14,-8.735027268559972e-22,-1.951563910473908e-18,-8.260626346468756e-17,283.5381
dense,0.01,2,18,kodak_kodim19,gauss_seidel,np_solve,1.7717188711685594e-06,-8.250280556651042e-14,-1.8756628379374557e-10,2.6929383400891352e-08,2517.44
dense,0.01,2,18,kodak_kodim19,gmres,np_solve,1.7416553532711987e-07,-8.110286180441963e-15,-1.8438355985257726e-11,4.311131571196641e-09,395.1204
dense,0.01,2,19,kodak_kodim20,gaussian,np_solve,5.684341886080802e-14,-2.964615315390051e-21,-3.686287386450715e-18,-8.21921289596864e-18,1318.6408
dense,0.01,2,19,kodak_kodim20,lu,np_solve,2.842170943040401e-14,-1.376428539288238e-21,-2.4936649967166602e-18,-8.169600437716863e-17,247.30659999999997
dense,0.01,2,19,kodak_kodim20,gauss_seidel,np_solve,4.8325546231353655e-06,-2.0601412012474995e-13,-4.6393307847735626e-10,3.20192907676479e-08,2546.4056
dense,0.01,2,19,kodak_kodim20,gmres,np_solve,1.0327612329774638e-06,-4.402712607210819e-14,-6.195967046720985e-11,4.107721653211477e-09,407.557
dense,0.01,2,20,kodak_kodim21,gaussian,np_solve,-1.4210854715202004e-14,3.705769144237564e-22,8.673617379884035e-19,-4.665968345501879e-18,1350.1609
dense,0.01,2,20,kodak_kodim21,lu,np_solve,2.842170943040401e-14,-1.0058516248644817e-21,-2.3852447794681098e-18,-8.271700238740272e-17,246.1555
dense,0.01,2,20,kodak_kodim21,gauss_seidel,np_solve,-5.3362995799943747e-08,2.435890229343204e-15,5.486695733164515e-12,2.952182261494105e-08,2431.5573
dense,0.01,2,20,kodak_kodim21,gmres,np_solve,-6.357623760777642e-09,2.9020989899267635e-16,7.408286007218323e-12,4.18545276036006e-09,382.7864
dense,0.01,2,21,kodak_kodim22,gaussian,np_solve,0.0,7.146840492458159e-22,1.734723475976807e-18,-8.064314052869427e-18,1356.1061
dense,0.01,2,21,kodak_kodim22,lu,np_solve,-1.4210854715202004e-14,1.402898318889935e-21,3.577867169202165e-18,-8.022808835643515e-17,235.70829999999998
dense,0.01,2,21,kodak_kodim22,gauss_seidel,np_solve,2.320431491398267e-06,-1.0239501791719533e-13,-2.501447091997344e-10,2.9190393887826466e-08,2412.624
dense,0.01,2,21,kodak_kodim22,gmres,np_solve,3.8759836229473876e-08,-1.7103776050205708e-15,4.660967792280424e-13,4.1316131796824185e-09,369.8866
dense,0.01,2,22,kodak_kodim23,gaussian,np_solve,-5.684341886080802e-14,2.4616895029578104e-21,6.396792817664476e-18,-1.7140067124616994e-17,1248.0321
dense,0.01,2,22,kodak_kodim23,lu,np_solve,0.0,5.293955920339377e-23,6.505213034913027e-19,-8.917744623996822e-17,233.5237
dense,0.01,2,22,kodak_kodim23,gauss_seidel,np_solve,-1.7363732780495411e-06,7.935714865828735e-14,2.080452847757347e-10,2.8138941414839265e-08,2351.0514
dense,0.01,2,22,kodak_kodim23,gmres,np_solve,8.374358628771006e-07,-3.8273166278100803e-14,-8.723906774928125e-11,4.296000249447658e-09,343.90009999999995
dense,0.01,2,23,kodak_kodim24,gaussian,np_solve,7.105427357601002e-14,-2.8587361969832636e-21,-6.938893903907228e-18,-8.919888122794912e-18,1238.4741999999999
dense,0.01,2,23,kodak_kodim24,lu,np_solve,4.263256414560601e-14,-1.4823076576950256e-21,-3.686287386450715e-18,-8.026159632871955e-17,229.2906
dense,0.01,2,23,kodak_kodim24,gauss_seidel,np_solve,2.081532329611946e-06,-9.273382936575622e-14,-4.018409071205459e-10,2.7172381987764503e-08,2313.3467
dense,0.01,2,23,kodak_kodim24,gmres,np_solve,9.613720521883806e-07,-4.2829852915628335e-14,-1.0636998551936949e-10,4.20827457137917e-09,365.406
dense,0.03,0,0,kodak_kodim01,gaussian,np_solve,0.0,4.235164736271502e-22,4.336808689942018e-19,-9.425231095799789e-18,1283.7854
dense,0.03,0,0,kodak_kodim01,lu,np_solve,-7.105427357601002e-15,4.0234064994579266e-21,3.469446951953614e-18,-8.13103137851423e-17,233.2602
dense,0.03,0,0,kodak_kodim01,gauss_seidel,np_solve,-1.7546744857099839e-07,7.183628361555187e-14,5.93933353019993e-11,2.017018878865899e-08,2483.9281
