matrix_type,sigma,repeat,image_idx,image_name,solver,baseline_solver,delta_psnr_db,delta_mse,delta_relative_error,delta_relative_residual,delta_time_ms
dense,0.12,2,10,kodak_kodim11,gaussian,np_solve,0.0,-3.3881317890172014e-21,0.0,-5.340122729596371e-18,1223.0978
dense,0.12,2,10,kodak_kodim11,lu,np_solve,0.0,-1.3552527156068805e-20,-3.469446951953614e-18,-8.361226321510476e-17,238.3433
dense,0.12,2,10,kodak_kodim11,gauss_seidel,np_solve,-2.3596182785468045e-07,1.5526850164209079e-12,3.6442384700186015e-10,2.5140149790030657e-08,2374.9509
dense,0.12,2,10,kodak_kodim11,gmres,np_solve,-6.727113088800252e-08,4.4266001115816044e-13,1.1488661237624154e-10,4.401093356053058e-09,350.1624
dense,0.12,2,11,kodak_kodim12,gaussian,np_solve,7.105427357601002e-15,-3.049318610115481e-20,-5.204170427930421e-18,-9.186222613283825e-18,1266.8809
dense,0.12,2,11,kodak_kodim12,lu,np_solve,0.0,1.6940658945086007e-20,0.0,-7.984166757907668e-17,231.7669
dense,0.12,2,11,kodak_kodim12,gauss_seidel,np_solve,1.0261864957783473e-07,-6.643893165389058e-13,-1.4358176106399334e-10,3.0207556214647134e-08,2345.3105
dense,0.12,2,11,kodak_kodim12,gmres,np_solve,1.0125013716333342e-07,-6.555290876363463e-13,-8.831957908073118e-11,4.105501712974527e-09,341.83750000000003
dense,0.12,2,12,kodak_kodim13,gaussian,np_solve,-7.105427357601002e-15,3.7269449679189215e-20,6.938893903907228e-18,-8.420146725827803e-18,1219.911
dense,0.12,2,12,kodak_kodim13,lu,np_solve,-7.105427357601002e-15,2.710505431213761e-20,5.204170427930421e-18,-8.358196347591285e-17,238.5938
dense,0.12,2,12,kodak_kodim13,gauss_seidel,np_solve,-2.2073756866802796e-07,1.4381749981998322e-12,2.2849901658295035e-10,1.9779577993013305e-08,2398.2765
dense,0.12,2,12,kodak_kodim13,gmres,np_solve,-3.344960930462548e-08,2.1793471297352693e-13,4.472264746036014e-11,4.298403218133914e-09,342.09180000000003
dense,0.12,2,13,kodak_kodim14,gaussian,np_solve,0.0,-2.710505431213761e-20,-5.204170427930421e-18,-1.027508240012591e-17,1246.477
dense,0.12,2,13,kodak_kodim14,lu,np_solve,0.0,-3.3881317890172014e-20,-6.938893903907228e-18,-8.90550735840891e-17,230.5807
dense,0.12,2,13,kodak_kodim14,gauss_seidel,np_solve,8.123038952589923e-08,-5.290377240018546e-13,-1.1353852406859044e-10,2.258756705427267e-08,2390.1873
dense,0.12,2,13,kodak_kodim14,gmres,np_solve,9.407585821463726e-09,-6.126976909767018e-14,-8.44004033329071e-12,4.3119365714482e-09,350.3164
dense,0.12,2,14,kodak_kodim15,gaussian,np_solve,0.0,-6.776263578034403e-21,-1.734723475976807e-18,7.027446061323803e-18,1214.762
dense,0.12,2,14,kodak_kodim15,lu,np_solve,0.0,3.3881317890172014e-21,0.0,-7.547911834598396e-17,230.279
dense,0.12,2,14,kodak_kodim15,gauss_seidel,np_solve,3.020304291112552e-07,-2.0053998473759313e-12,-3.625797839051925e-10,2.476279552335072e-08,2415.5013000000004
dense,0.12,2,14,kodak_kodim15,gmres,np_solve,2.40716957478071e-09,-1.5982908627230202e-14,-6.539607397271219e-12,4.1772601235484425e-09,340.138
dense,0.12,2,15,kodak_kodim16,gaussian,np_solve,7.105427357601002e-15,-3.049318610115481e-20,-8.673617379884035e-18,-1.3855767842199642e-17,1227.5616
dense,0.12,2,15,kodak_kodim16,lu,np_solve,0.0,-2.0328790734103208e-20,-5.204170427930421e-18,-8.63045735904203e-17,241.8171
dense,0.12,2,15,kodak_kodim16,gauss_seidel,np_solve,3.596901407831865e-07,-2.4151583917454353e-12,-5.059497230897048e-10,2.9724010903175507e-08,2308.6921
dense,0.12,2,15,kodak_kodim16,gmres,np_solve,7.287769676622702e-08,-4.893411048004399e-13,-9.715837682999773e-11,4.128204118099717e-09,361.4242
dense,0.12,2,16,kodak_kodim17,gaussian,np_solve,0.0,6.776263578034403e-21,3.469446951953614e-18,2.112343766166147e-18,1239.4094
dense,0.12,2,16,kodak_kodim17,lu,np_solve,0.0,6.776263578034403e-21,3.469446951953614e-18,-7.928473903454806e-17,230.377
dense,0.12,2,16,kodak_kodim17,gauss_seidel,np_solve,-3.8291609172347307e-07,2.4953206581373403e-12,6.513140408948015e-10,2.4221305481631672e-08,2408.0234
dense,0.12,2,16,kodak_kodim17,gmres,np_solve,2.146811795000758e-08,-1.3989964107964312e-13,-3.663624091598816e-11,4.131391383867187e-09,352.02200000000005
dense,0.12,2,17,kodak_kodim18,gaussian,np_solve,0.0,-3.3881317890172014e-21,-3.469446951953614e-18,1.4513130175095312e-18,1219.0600000000002
dense,0.12,2,17,kodak_kodim18,lu,np_solve,0.0,3.3881317890172014e-21,0.0,-7.876085465740542e-17,236.7714
dense,0.12,2,17,kodak_kodim18,gauss_seidel,np_solve,-9.381700749599986e-08,6.207644668481185e-13,1.7715700087461705e-10,1.8377045613500823e-08,2412.8586
dense,0.12,2,17,kodak_kodim18,gmres,np_solve,-1.0733693045494874e-08,7.102225234247202e-14,1.6625142235104917e-11,4.552673669812484e-09,342.47950000000003
dense,0.12,2,18,kodak_kodim19,gaussian,np_solve,0.0,3.3881317890172014e-21,1.734723475976807e-18,-9.268268357213501e-18,1291.7658000000001
dense,0.12,2,18,kodak_kodim19,lu,np_solve,0.0,2.0328790734103208e-20,3.469446951953614e-18,-8.282922034603857e-17,228.68259999999998
dense,0.12,2,18,kodak_kodim19,gauss_seidel,np_solve,-1.3866440440324368e-07,9.361826194635974e-13,1.7676073278682924e-10,2.699461823921311e-08,2334.815
dense,0.12,2,18,kodak_kodim19,gmres,np_solve,-2.3393894821310823e-08,1.5794213403504467e-13,2.982107095983455e-11,4.310773527218992e-09,349.998
dense,0.12,2,19,kodak_kodim20,gaussian,np_solve,0.0,2.371692252312041e-20,5.204170427930421e-18,-4.083599758605804e-18,1214.7839000000001
dense,0.12,2,19,kodak_kodim20,lu,np_solve,0.0,1.3552527156068805e-20,5.204170427930421e-18,-8.603564201767275e-17,231.4057
dense,0.12,2,19,kodak_kodim20,gauss_seidel,np_solve,-1.1376551896091769e-06,6.714948709514489e-12,5.367484659860033e-10,3.2032761152383616e-08,2358.0952
dense,0.12,2,19,kodak_kodim20,gmres,np_solve,-5.993690876948676e-08,3.537743658947861e-13,1.6671270267054616e-11,4.1002085642920165e-09,344.46139999999997
dense,0.12,2,20,kodak_kodim21,gaussian,np_solve,0.0,-6.776263578034403e-21,0.0,-3.521809255989264e-18,1232.9885
dense,0.12,2,20,kodak_kodim21,lu,np_solve,0.0,-6.776263578034403e-21,-1.734723475976807e-18,-8.364493695733274e-17,235.45520000000002
dense,0.12,2,20,kodak_kodim21,gauss_seidel,np_solve,2.4555384214863807e-07,-1.623681332614535e-12,-3.1727213217758177e-10,2.952724732000045e-08,2323.8021000000003
dense,0.12,2,20,kodak_kodim21,gmres,np_solve,1.8591343575735664e-08,-1.2293198550046222e-13,-1.6472698205483027e-11,4.161630306827543e-09,364.5254
dense,0.12,2,21,kodak_kodim22,gaussian,np_solve,0.0,1.3552527156068805e-20,1.734723475976807e-18,-1.7048953395975537e-17,1369.0566
dense,0.12,2,21,kodak_kodim22,lu,np_solve,0.0,2.0328790734103208e-20,3.469446951953614e-18,-8.964108302625943e-17,230.8316
dense,0.12,2,21,kodak_kodim22,gauss_seidel,np_solve,-2.228152595762367e-08,1.459873515748545e-13,3.208775432861355e-11,2.9164620813720658e-08,2415.2968
dense,0.12,2,21,kodak_kodim22,gmres,np_solve,2.216685146549935e-08,-1.4523597575239952e-13,-2.0745889381390548e-11,4.135375549962274e-09,343.89799999999997
dense,0.12,2,22,kodak_kodim23,gaussian,np_solve,0.0,-2.371692252312041e-20,-6.938893903907228e-18,-1.0583874307818001e-17,1219.3704
dense,0.12,2,22,kodak_kodim23,lu,np_solve,7.105427357601002e-15,-3.049318610115481e-20,-8.673617379884035e-18,-8.376013471177353e-17,233.7372
dense,0.12,2,22,kodak_kodim23,gauss_seidel,np_solve,1.4745353382750181e-07,-9.79073928457667e-13,-1.886582088467259e-10,2.807939222434285e-08,2335.1814
dense,0.12,2,22,kodak_kodim23,gmres,np_solve,-4.679249343553238e-08,3.106965436338628e-13,6.586163385502442e-11,4.287134990632808e-09,352.55620000000005
dense,0.12,2,23,kodak_kodim24,gaussian,np_solve,0.0,-1.0164395367051604e-20,-3.469446951953614e-18,-1.131365588391491e-17,1258.8020999999999
dense,0.12,2,23,kodak_kodim24,lu,np_solve,0.0,-2.0328790734103208e-20,-3.469446951953614e-18,-8.200694760435681e-17,231.82080000000002
dense,0.12,2,23,kodak_kodim24,gauss_seidel,np_solve,-1.432416425473093e-07,9.11298014588842e-13,5.832634028535288e-11,2.7256827847099438e-08,2338.3387
dense,0.12,2,23,kodak_kodim24,gmres,np_solve,-5.550242576646269e-08,3.531043526691126e-13,5.0096090470352905e-11,4.20144094564504e-09,362.6037
sparse,0.0,0,0,kodak_kodim01,gaussian,np_solve,0.0,-7.258422109877149e-33,-4.8626488767042605e-17,-4.620750457334825e-17,1237.9469000000001
sparse,0.0,0,0,kodak_kodim01,lu,np_solve,0.0,-1.8554014330654475e-32,-1.4272853777290236e-16,-1.3269907477947264e-16,232.63129999999998
sparse,0.0,0,0,kodak_kodim01,gauss_seidel,np_solve,0.0,6.665758071740389e-17,1.7905463130939484e-08,1.6344044347365867e-08,3512.4455000000003
sparse,0.0,0,0,kodak_kodim01,gmres,np_solve,0.0,8.134082972412771e-18,6.257172490364557e-09,5.22771731783886e-09,358.4244
sparse,0.0,0,1,kodak_kodim02,gaussian,np_solve,0.0,-3.8185481141360564e-33,-5.169040157117124e-17,-4.654869809790798e-17,1249.8967
sparse,0.0,0,1,kodak_kodim02,lu,np_solve,0.0,-9.36013776820609e-33,-1.4578855169228933e-16,-1.3360325843240736e-16,233.11659999999998
sparse,0.0,0,1,kodak_kodim02,gauss_seidel,np_solve,0.0,2.8323130663922336e-17,1.655829038780357e-08,1.4968048737653314e-08,2914.2376
sparse,0.0,0,1,kodak_kodim02,gmres,np_solve,0.0,4.025403161600099e-18,6.24674935301738e-09,5.206635719501721e-09,346.9197
sparse,0.0,0,2,kodak_kodim03,gaussian,np_solve,0.0,-7.511571588636264e-33,-5.622764742105426e-17,-5.2987737444159655e-17,1240.4533
sparse,0.0,0,2,kodak_kodim03,lu,np_solve,0.0,-1.777821211204687e-32,-1.5336996513346715e-16,-1.429345099905711e-16,243.0626
sparse,0.0,0,2,kodak_kodim03,gauss_seidel,np_solve,0.0,5.556868843604169e-17,1.7451552768772353e-08,1.5810826530506528e-08,3017.3348
sparse,0.0,0,2,kodak_kodim03,gmres,np_solve,0.0,6.931588739609768e-18,6.167328218960936e-09,5.1727029893280125e-09,357.407
sparse,0.0,0,3,kodak_kodim04,gaussian,np_solve,0.0,-5.585367432395976e-33,-4.5834218115854664e-17,-4.352221339658239e-17,1249.1030999999998
sparse,0.0,0,3,kodak_kodim04,lu,np_solve,0.0,-1.5104516643505898e-32,-1.4333834268266634e-16,-1.362140132187864e-16,231.41119999999998
sparse,0.0,0,3,kodak_kodim04,gauss_seidel,np_solve,0.0,4.5085593020567316e-17,1.638251307262712e-08,1.4951652873488776e-08,3474.9010000000003
sparse,0.0,0,3,kodak_kodim04,gmres,np_solve,0.0,6.8730170072313e-18,6.4096614295971655e-09,5.319117045041428e-09,355.85790000000003
sparse,0.0,0,4,kodak_kodim05,gaussian,np_solve,0.0,-5.624034409354298e-33,-5.376355069162099e-17,-5.4843275873957423e-17,1258.7048000000002
sparse,0.0,0,4,kodak_kodim05,lu,np_solve,0.0,-1.3781488723754078e-32,-1.517335238324491e-16,-1.4393230369414385e-16,232.28199999999998
sparse,0.0,0,4,kodak_kodim05,gauss_seidel,np_solve,0.0,2.9377339242582573e-17,1.4486443920916962e-08,1.3487535561131447e-08,3582.3842
sparse,0.0,0,4,kodak_kodim05,gmres,np_solve,0.0,5.905431613354405e-18,6.465630259916243e-09,5.35407393344014e-09,353.38419999999996
sparse,0.0,0,5,kodak_kodim06,gaussian,np_solve,0.0,-1.244182250553841e-32,-5.142509523919187e-17,-5.000308167610658e-17,1244.0556
sparse,0.0,0,5,kodak_kodim06,lu,np_solve,0.0,-3.1703143327641047e-32,-1.5190198685880804e-16,-1.4103216141055637e-16,229.8652
sparse,0.0,0,5,kodak_kodim06,gauss_seidel,np_solve,0.0,9.556246893505461e-17,1.69767983176909e-08,1.5401755144660994e-08,3473.2542000000003
sparse,0.0,0,5,kodak_kodim06,gmres,np_solve,0.0,1.330682383081266e-17,6.336433217668544e-09,5.276335446742657e-09,345.62820000000005
sparse,0.0,0,6,kodak_kodim07,gaussian,np_solve,0.0,-6.81075209723386e-33,-4.590697971375708e-17,-4.305723175076176e-17,1238.2052
sparse,0.0,0,6,kodak_kodim07,lu,np_solve,0.0,-1.8564328524367228e-32,-1.4472010842580212e-16,-1.3351371852685575e-16,233.34550000000002
sparse,0.0,0,6,kodak_kodim07,gauss_seidel,np_solve,0.0,5.365338428297188e-17,1.6186338372589248e-08,1.4658147533518876e-08,3423.1354
sparse,0.0,0,6,kodak_kodim07,gmres,np_solve,0.0,7.948361400284573e-18,6.2363816517962695e-09,5.1777429876371555e-09,345.0955
sparse,0.0,0,7,kodak_kodim08,gaussian,np_solve,0.0,-1.242264408199222e-32,-5.799116825476576e-17,-5.4207324792183455e-17,1213.5308
sparse,0.0,0,7,kodak_kodim08,lu,np_solve,0.0,-2.964749486275214e-32,-1.601953387180381e-16,-1.477193329367537e-16,231.81459999999998
sparse,0.0,0,7,kodak_kodim08,gauss_seidel,np_solve,0.0,7.24544866523295e-17,1.587027629590721e-08,1.4432256818244726e-08,2934.4712000000004
sparse,0.0,0,7,kodak_kodim08,gmres,np_solve,0.0,1.1980347424546975e-17,6.468015484024616e-09,5.373205262326068e-09,348.0524
sparse,0.0,0,8,kodak_kodim09,gaussian,np_solve,0.0,-1.0303924769930379e-32,-4.8810434563440006e-17,-4.604821959352813e-17,1250.2195000000002
sparse,0.0,0,8,kodak_kodim09,lu,np_solve,0.0,-2.727765845736791e-32,-1.5004694335813828e-16,-1.3404552957356304e-16,229.322
sparse,0.0,0,8,kodak_kodim09,gauss_seidel,np_solve,0.0,8.250936318862183e-17,1.693631839138282e-08,1.5259941070623562e-08,3269.7164000000002
sparse,0.0,0,8,kodak_kodim09,gmres,np_solve,0.0,1.0462047448302182e-17,6.041666200400349e-09,5.059839860196213e-09,343.7747
sparse,0.0,0,9,kodak_kodim10,gaussian,np_solve,0.0,-8.490808860171603e-33,-4.7099606301765386e-17,-4.658827871559186e-17,1225.9982
sparse,0.0,0,9,kodak_kodim10,lu,np_solve,0.0,-2.313244881277975e-32,-1.4816752071368897e-16,-1.3694261144031588e-16,242.475
sparse,0.0,0,9,kodak_kodim10,gauss_seidel,np_solve,0.0,6.985953444424813e-17,1.6787744063420803e-08,1.509435262042421e-08,2817.8501
sparse,0.0,0,9,kodak_kodim10,gmres,np_solve,0.0,9.146871933033937e-18,6.104684639109457e-09,5.115107494970894e-09,365.2576
sparse,0.0,0,10,kodak_kodim11,gaussian,np_solve,0.0,-6.517660820720673e-33,-5.626271522458861e-17,-5.4994162429510764e-17,1238.7171
sparse,0.0,0,10,kodak_kodim11,lu,np_solve,0.0,-1.5428886778329473e-32,-1.5275863824776898e-16,-1.4481510009798027e-16,231.374
sparse,0.0,0,10,kodak_kodim11,gauss_seidel,np_solve,0.0,4.109589946471013e-17,1.610247674350492e-08,1.4582260868785349e-08,3508.3794
sparse,0.0,0,10,kodak_kodim11,gmres,np_solve,0.0,6.1647554774949885e-18,6.24331893127503e-09,5.2170507638339416e-09,343.70320000000004
sparse,0.0,0,11,kodak_kodim12,gaussian,np_solve,0.0,-1.702600547346706e-32,-5.387997684995145e-17,-4.8956583825388315e-17,1244.7413000000001
sparse,0.0,0,11,kodak_kodim12,lu,np_solve,0.0,-4.1327058935403e-32,-1.506186345008192e-16,-1.3616099809923984e-16,230.4394
sparse,0.0,0,11,kodak_kodim12,gauss_seidel,np_solve,0.0,1.223884247003617e-16,1.6824768912318586e-08,1.5080417108055564e-08,2993.362
sparse,0.0,0,11,kodak_kodim12,gmres,np_solve,0.0,1.634772911992376e-17,6.153296847772828e-09,5.15907817835088e-09,354.3598
sparse,0.0,0,12,kodak_kodim13,gaussian,np_solve,0.0,-8.900310703409615e-33,-5.499101837986567e-17,-5.159766204465284e-17,1226.6711
sparse,0.0,0,12,kodak_kodim13,lu,np_solve,0.0,-2.1468962794658068e-32,-1.5361956245260967e-16,-1.4241948515132014e-16,237.2081
sparse,0.0,0,12,kodak_kodim13,gauss_seidel,np_solve,0.0,5.865235027805649e-17,1.6516433864714094e-08,1.495910400364134e-08,3045.2819999999997
sparse,0.0,0,12,kodak_kodim13,gmres,np_solve,0.0,9.014697501270315e-18,6.439161838555189e-09,5.3124213169067075e-09,366.95099999999996
sparse,0.0,0,13,kodak_kodim14,gaussian,np_solve,0.0,-5.8144185389098404e-33,-4.6355412005485695e-17,-3.9621389144189197e-17,1227.3277
sparse,0.0,0,13,kodak_kodim14,lu,np_solve,0.0,-1.5759811578029158e-32,-1.45439978161193e-16,-1.296853113683241e-16,236.1223
sparse,0.0,0,13,kodak_kodim14,gauss_seidel,np_solve,0.0,4.704377596100536e-17,1.6502817756360036e-08,1.5010289962615063e-08,3360.6481
sparse,0.0,0,13,kodak_kodim14,gmres,np_solve,0.0,6.696176934396382e-18,6.230678438569196e-09,5.198082806894517e-09,352.30069999999995
sparse,0.0,0,14,kodak_kodim15,gaussian,np_solve,0.0,-1.1982694120328923e-32,-5.662425912899397e-17,-5.88268599352493e-17,1270.8814
sparse,0.0,0,14,kodak_kodim15,lu,np_solve,0.0,-2.903139546636387e-32,-1.608792391678586e-16,-1.5520690762042305e-16,228.3939
sparse,0.0,0,14,kodak_kodim15,gauss_seidel,np_solve,0.0,8.187366717541103e-17,1.705440875540842e-08,1.5386850382086473e-08,3219.8468000000003
sparse,0.0,0,14,kodak_kodim15,gmres,np_solve,0.0,1.009754813142524e-17,6.007141884628217e-09,5.069292030686186e-09,354.49530000000004
sparse,0.0,0,15,kodak_kodim16,gaussian,np_solve,0.0,-7.72969792810587e-33,-5.338659187550831e-17,-4.577203257673243e-17,1241.7035
sparse,0.0,0,15,kodak_kodim16,lu,np_solve,0.0,-1.9700932463165606e-32,-1.5832663545122002e-16,-1.4248721957141925e-16,236.02939999999998
sparse,0.0,0,15,kodak_kodim16,gauss_seidel,np_solve,0.0,5.665122739058537e-17,1.707603600834961e-08,1.546073016168181e-08,3018.2097000000003
sparse,0.0,0,15,kodak_kodim16,gmres,np_solve,0.0,7.50172151779643e-18,6.215658028741886e-09,5.1903196653949634e-09,377.52369999999996
sparse,0.0,0,16,kodak_kodim17,gaussian,np_solve,0.0,-4.6957237733427755e-33,-5.022438167105136e-17,-4.555995360309231e-17,1223.5514
sparse,0.0,0,16,kodak_kodim17,lu,np_solve,0.0,-1.1745548002281943e-32,-1.443862210413991e-16,-1.3226118596641406e-16,232.49849999999998
sparse,0.0,0,16,kodak_kodim17,gauss_seidel,np_solve,0.0,3.403879475943992e-17,1.6189204403748673e-08,1.4797533567731201e-08,2315.9495
sparse,0.0,0,16,kodak_kodim17,gmres,np_solve,0.0,5.302986021891123e-18,6.389724327661624e-09,5.303493814345057e-09,340.3424
sparse,0.0,0,17,kodak_kodim18,gaussian,np_solve,0.0,-4.134611095869357e-33,-5.506081569682155e-17,-5.276655107871019e-17,1223.5229
sparse,0.0,0,17,kodak_kodim18,lu,np_solve,0.0,-1.0250531144361126e-32,-1.5958288279518687e-16,-1.486319674001697e-16,236.9127
sparse,0.0,0,17,kodak_kodim18,gauss_seidel,np_solve,0.0,2.4161182806660587e-17,1.544395843626821e-08,1.4003815684768518e-08,2334.2212
sparse,0.0,0,17,kodak_kodim18,gmres,np_solve,0.0,4.036465129952306e-18,6.3258442786506296e-09,5.248637616146533e-09,345.0673
sparse,0.0,0,18,kodak_kodim19,gaussian,np_solve,0.0,-8.645464872658311e-33,-4.82858625451506e-17,-4.436965957488491e-17,1228.801
sparse,0.0,0,18,kodak_kodim19,lu,np_solve,0.0,-2.3704632634914417e-32,-1.5421406865485342e-16,-1.4098114227387112e-16,228.7501
sparse,0.0,0,18,kodak_kodim19,gauss_seidel,np_solve,0.0,6.815852724268224e-17,1.68812752431759e-08,1.518426717112199e-08,2368.1657
sparse,0.0,0,18,kodak_kodim19,gmres,np_solve,0.0,8.89249946521869e-18,6.097573694402682e-09,5.0962239152596054e-09,342.6761
sparse,0.0,0,19,kodak_kodim20,gaussian,np_solve,0.0,-2.3361737541675698e-32,-5.736593615902277e-17,-5.450316307991992e-17,1215.4901
sparse,0.0,0,19,kodak_kodim20,lu,np_solve,0.0,-5.319700654888411e-32,-1.5717769834104346e-16,-1.476628972836721e-16,230.6729
sparse,0.0,0,19,kodak_kodim20,gauss_seidel,np_solve,0.0,1.5601230976050232e-16,1.7081728748341303e-08,1.538363407206123e-08,2771.1755000000003
sparse,0.0,0,19,kodak_kodim20,gmres,np_solve,0.0,1.9543866284369458e-17,6.136904865644464e-09,5.140942227964265e-09,342.8387
sparse,0.0,0,20,kodak_kodim21,gaussian,np_solve,0.0,-8.300126681062289e-33,-4.8605156226870105e-17,-4.413555728906858e-17,1239.4275
sparse,0.0,0,20,kodak_kodim21,lu,np_solve,0.0,-2.2021842712107197e-32,-1.4930923241114926e-16,-1.36510522147776e-16,232.8129
sparse,0.0,0,20,kodak_kodim21,gauss_seidel,np_solve,0.0,7.187597232604761e-17,1.7610225732346346e-08,1.588982083274397e-08,3179.1463000000003
sparse,0.0,0,20,kodak_kodim21,gmres,np_solve,0.0,8.786808894470513e-18,6.160287747450067e-09,5.1436280958363e-09,344.9015
sparse,0.0,0,21,kodak_kodim22,gaussian,np_solve,0.0,-9.040674119928988e-33,-5.664343247083521e-17,-5.3002720261155486e-17,1222.7936
sparse,0.0,0,21,kodak_kodim22,lu,np_solve,0.0,-2.0846395446060772e-32,-1.4974685702369293e-16,-1.407298092018719e-16,235.1943
sparse,0.0,0,21,kodak_kodim22,gauss_seidel,np_solve,0.0,6.952834390083021e-17,1.7787576968086963e-08,1.6077623877409225e-08,3560.3053
sparse,0.0,0,21,kodak_kodim22,gmres,np_solve,0.0,8.454680916659694e-18,6.2066284514027085e-09,5.185984079610201e-09,355.1196
sparse,0.0,0,22,kodak_kodim23,gaussian,np_solve,0.0,-8.493121347837823e-33,-5.360462417497493e-17,-4.7421053488120314e-17,1289.6827
sparse,0.0,0,22,kodak_kodim23,lu,np_solve,0.0,-2.0853281061782258e-32,-1.5178557670956956e-16,-1.3917103351071306e-16,254.4909
sparse,0.0,0,22,kodak_kodim23,gauss_seidel,np_solve,0.0,6.457193754278406e-17,1.73343515785504e-08,1.563665126088173e-08,3518.4741000000004
sparse,0.0,0,22,kodak_kodim23,gmres,np_solve,0.0,7.879199513240445e-18,6.0553502971660654e-09,5.086940709336149e-09,409.7718
sparse,0.0,0,23,kodak_kodim24,gaussian,np_solve,0.0,-8.34416436470745e-33,-5.1075329796732866e-17,-5.255884807444631e-17,1279.683
sparse,0.0,0,23,kodak_kodim24,lu,np_solve,0.0,-2.0053181308643699e-32,-1.498532934870767e-16,-1.403594387183039e-16,235.76
sparse,0.0,0,23,kodak_kodim24,gauss_seidel,np_solve,0.0,6.692336570717777e-17,1.8081836053697425e-08,1.650538093518114e-08,2401.6555
sparse,0.0,0,23,kodak_kodim24,gmres,np_solve,0.0,8.417130098459696e-18,6.398381802315402e-09,5.3024414708426885e-09,356.95410000000004
sparse,0.0,1,0,kodak_kodim01,gaussian,np_solve,0.0,-7.258422109877149e-33,-4.8626488767042605e-17,-4.620750457334825e-17,1256.6872
sparse,0.0,1,0,kodak_kodim01,lu,np_solve,0.0,-1.8554014330654475e-32,-1.4272853777290236e-16,-1.3269907477947264e-16,241.1849
sparse,0.0,1,0,kodak_kodim01,gauss_seidel,np_solve,0.0,6.665758071740389e-17,1.7905463130939484e-08,1.6344044347365867e-08,3616.664
sparse,0.0,1,0,kodak_kodim01,gmres,np_solve,0.0,8.134082972412771e-18,6.257172490364557e-09,5.22771731783886e-09,360.8789
sparse,0.0,1,1,kodak_kodim02,gaussian,np_solve,0.0,-3.8185481141360564e-33,-5.169040157117124e-17,-4.654869809790798e-17,1243.0761
sparse,0.0,1,1,kodak_kodim02,lu,np_solve,0.0,-9.36013776820609e-33,-1.4578855169228933e-16,-1.3360325843240736e-16,239.8378
sparse,0.0,1,1,kodak_kodim02,gauss_seidel,np_solve,0.0,2.8323130663922336e-17,1.655829038780357e-08,1.4968048737653314e-08,2945.9186
sparse,0.0,1,1,kodak_kodim02,gmres,np_solve,0.0,4.025403161600099e-18,6.24674935301738e-09,5.206635719501721e-09,347.192
sparse,0.0,1,2,kodak_kodim03,gaussian,np_solve,0.0,-7.511571588636264e-33,-5.622764742105426e-17,-5.2987737444159655e-17,1266.048
sparse,0.0,1,2,kodak_kodim03,lu,np_solve,0.0,-1.777821211204687e-32,-1.5336996513346715e-16,-1.429345099905711e-16,237.48520000000002
sparse,0.0,1,2,kodak_kodim03,gauss_seidel,np_solve,0.0,5.556868843604169e-17,1.7451552768772353e-08,1.5810826530506528e-08,3106.0072999999998
sparse,0.0,1,2,kodak_kodim03,gmres,np_solve,0.0,6.931588739609768e-18,6.167328218960936e-09,5.1727029893280125e-09,349.56059999999997
sparse,0.0,1,3,kodak_kodim04,gaussian,np_solve,0.0,-5.585367432395976e-33,-4.5834218115854664e-17,-4.352221339658239e-17,1225.6251000000002
sparse,0.0,1,3,kodak_kodim04,lu,np_solve,0.0,-1.5104516643505898e-32,-1.4333834268266634e-16,-1.362140132187864e-16,237.7697
sparse,0.0,1,3,kodak_kodim04,gauss_seidel,np_solve,0.0,4.5085593020567316e-17,1.638251307262712e-08,1.4951652873488776e-08,3495.8541999999998
sparse,0.0,1,3,kodak_kodim04,gmres,np_solve,0.0,6.8730170072313e-18,6.4096614295971655e-09,5.319117045041428e-09,356.6753
sparse,0.0,1,4,kodak_kodim05,gaussian,np_solve,0.0,-5.624034409354298e-33,-5.376355069162099e-17,-5.4843275873957423e-17,1244.0291
sparse,0.0,1,4,kodak_kodim05,lu,np_solve,0.0,-1.3781488723754078e-32,-1.517335238324491e-16,-1.4393230369414385e-16,238.0739
sparse,0.0,1,4,kodak_kodim05,gauss_seidel,np_solve,0.0,2.9377339242582573e-17,1.4486443920916962e-08,1.3487535561131447e-08,3645.2195
sparse,0.0,1,4,kodak_kodim05,gmres,np_solve,0.0,5.905431613354405e-18,6.465630259916243e-09,5.35407393344014e-09,349.0059
sparse,0.0,1,5,kodak_kodim06,gaussian,np_solve,0.0,-1.244182250553841e-32,-5.142509523919187e-17,-5.000308167610658e-17,1272.82
sparse,0.0,1,5,kodak_kodim06,lu,np_solve,0.0,-3.1703143327641047e-32,-1.5190198685880804e-16,-1.4103216141055637e-16,243.725
sparse,0.0,1,5,kodak_kodim06,gauss_seidel,np_solve,0.0,9.556246893505461e-17,1.69767983176909e-08,1.5401755144660994e-08,3586.0045
sparse,0.0,1,5,kodak_kodim06,gmres,np_solve,0.0,1.330682383081266e-17,6.336433217668544e-09,5.276335446742657e-09,354.2814
sparse,0.0,1,6,kodak_kodim07,gaussian,np_solve,0.0,-6.81075209723386e-33,-4.590697971375708e-17,-4.305723175076176e-17,1266.8333
sparse,0.0,1,6,kodak_kodim07,lu,np_solve,0.0,-1.8564328524367228e-32,-1.4472010842580212e-16,-1.3351371852685575e-16,301.7068
