image_name,matrix_type,solver,sigma,mse_mean,mse_max,mse_median
kodak_kodim05,sparse,np_solve,0.07,5.472810598597392e-05,5.502938674745691e-05,5.469241919594045e-05
kodak_kodim05,sparse,np_solve,0.12,0.00015829441024095995,0.0001584215176100365,0.00015828256088130433
kodak_kodim06,dense,gauss_seidel,0.0,3.2038038540337877e-16,3.2038038540337877e-16,3.2038038540337877e-16
kodak_kodim06,dense,gauss_seidel,0.01,1.985661609836773e-07,2.0085212487514484e-07,1.982385733197674e-07
kodak_kodim06,dense,gauss_seidel,0.03,1.7873106971270932e-06,1.8062585082690662e-06,1.7935780750072174e-06
kodak_kodim06,dense,gauss_seidel,0.07,9.724925370739202e-06,9.939483060932644e-06,9.65818185795333e-06
kodak_kodim06,dense,gauss_seidel,0.12,2.8772462396966706e-05,2.9181594707237903e-05,2.868823210008103e-05
kodak_kodim06,dense,gaussian,0.0,8.74745122053324e-32,8.74745122053324e-32,8.74745122053324e-32
kodak_kodim06,dense,gaussian,0.01,1.985661432588572e-07,2.008521259285879e-07,1.982387669654949e-07
kodak_kodim06,dense,gaussian,0.03,1.7873107837692165e-06,1.8062588665140199e-06,1.7935781400985281e-06
kodak_kodim06,dense,gaussian,0.07,9.724925860003237e-06,9.939482600499515e-06,9.658181789406599e-06
kodak_kodim06,dense,gaussian,0.12,2.8772462124147785e-05,2.9181593480689537e-05,2.8688234962460926e-05
kodak_kodim06,dense,gmres,0.0,8.807260592974565e-18,8.807260592974565e-18,8.807260592974565e-18
kodak_kodim06,dense,gmres,0.01,1.9856612334664824e-07,2.0085211849760733e-07,1.9823874711276075e-07
kodak_kodim06,dense,gmres,0.03,1.7873107651557914e-06,1.8062588123325926e-06,1.7935781289181347e-06
kodak_kodim06,dense,gmres,0.07,9.72492589538078e-06,9.939482707550495e-06,9.65818204595832e-06
kodak_kodim06,dense,gmres,0.12,2.8772462264554914e-05,2.9181593573398004e-05,2.8688234747197708e-05
kodak_kodim06,dense,lu,0.0,5.976156071155989e-32,5.976156071155989e-32,5.976156071155989e-32
kodak_kodim06,dense,lu,0.01,1.98566143258858e-07,2.0085212592859048e-07,1.9823876696549678e-07
kodak_kodim06,dense,lu,0.03,1.787310783769221e-06,1.806258866514022e-06,1.7935781400985349e-06
kodak_kodim06,dense,lu,0.07,9.724925860003237e-06,9.939482600499508e-06,9.658181789406605e-06
kodak_kodim06,dense,lu,0.12,2.8772462124147775e-05,2.918159348068953e-05,2.8688234962460906e-05
kodak_kodim06,dense,np_solve,0.0,9.19347370767497e-32,9.193473707674972e-32,9.193473707674972e-32
kodak_kodim06,dense,np_solve,0.01,1.9856614325885753e-07,2.0085212592858965e-07,1.9823876696549392e-07
kodak_kodim06,dense,np_solve,0.03,1.7873107837692125e-06,1.806258866514013e-06,1.7935781400985239e-06
kodak_kodim06,dense,np_solve,0.07,9.72492586000324e-06,9.939482600499523e-06,9.658181789406597e-06
kodak_kodim06,dense,np_solve,0.12,2.8772462124147815e-05,2.918159348068958e-05,2.8688234962460974e-05
kodak_kodim06,sparse,gauss_seidel,0.0,9.556246893505466e-17,9.556246893505466e-17,9.556246893505466e-17
kodak_kodim06,sparse,gauss_seidel,0.01,1.113550732074585e-06,1.122582665368401e-06,1.1105880063804736e-06
kodak_kodim06,sparse,gauss_seidel,0.03,1.0019185710421073e-05,1.0109354890945998e-05,1.000276462671697e-05
kodak_kodim06,sparse,gauss_seidel,0.07,5.37705951831346e-05,5.418807674768811e-05,5.388500598215831e-05
kodak_kodim06,sparse,gauss_seidel,0.12,0.00015953114729849697,0.00016041591768455274,0.00016006069807418272
kodak_kodim06,sparse,gaussian,0.0,3.8173665549946913e-32,3.8173665549946913e-32,3.8173665549946913e-32
kodak_kodim06,sparse,gaussian,0.01,1.1135507920925642e-06,1.1225831418722114e-06,1.1105879712143157e-06
kodak_kodim06,sparse,gaussian,0.03,1.0019185689195714e-05,1.0109354213468543e-05,1.0002765571236295e-05
kodak_kodim06,sparse,gaussian,0.07,5.3770595019339e-05,5.4188075333047116e-05,5.3885006605126436e-05
kodak_kodim06,sparse,gaussian,0.12,0.0001595311476679847,0.00016041591347473735,0.0001600606994557391
kodak_kodim06,sparse,gmres,0.0,1.330682383081271e-17,1.330682383081271e-17,1.330682383081271e-17
kodak_kodim06,sparse,gmres,0.01,1.1135507638847808e-06,1.1225831130546293e-06,1.1105880325986297e-06
kodak_kodim06,sparse,gmres,0.03,1.0019185459053491e-05,1.0109353597402461e-05,1.0002765592751642e-05
kodak_kodim06,sparse,gmres,0.07,5.3770594886209956e-05,5.418807513723303e-05,5.388500589490261e-05
kodak_kodim06,sparse,gmres,0.12,0.0001595311471942422,0.0001604159134760633,0.00016006069825383413
kodak_kodim06,sparse,lu,0.0,1.8912344727844277e-32,1.8912344727844277e-32,1.8912344727844277e-32
kodak_kodim06,sparse,lu,0.01,1.1135507920925648e-06,1.122583141872214e-06,1.1105879712143185e-06
kodak_kodim06,sparse,lu,0.03,1.001918568919571e-05,1.0109354213468541e-05,1.0002765571236288e-05
kodak_kodim06,sparse,lu,0.07,5.377059501933899e-05,5.4188075333047116e-05,5.3885006605126415e-05
kodak_kodim06,sparse,lu,0.12,0.0001595311476679847,0.00016041591347473733,0.0001600606994557391
kodak_kodim06,sparse,np_solve,0.0,5.061548805548532e-32,5.061548805548532e-32,5.061548805548532e-32
kodak_kodim06,sparse,np_solve,0.01,1.1135507920925604e-06,1.1225831418722015e-06,1.1105879712143126e-06
kodak_kodim06,sparse,np_solve,0.03,1.001918568919571e-05,1.010935421346853e-05,1.0002765571236285e-05
kodak_kodim06,sparse,np_solve,0.07,5.3770595019339e-05,5.418807533304712e-05,5.388500660512647e-05
kodak_kodim06,sparse,np_solve,0.12,0.00015953114766798472,0.0001604159134747374,0.00016006069945573902
kodak_kodim07,dense,gauss_seidel,0.0,1.643356855330893e-16,1.643356855330893e-16,1.643356855330893e-16
kodak_kodim07,dense,gauss_seidel,0.01,1.9845358590762697e-07,2.0044599395051416e-07,1.9991699208985484e-07
kodak_kodim07,dense,gauss_seidel,0.03,1.7774181709873041e-06,1.7921592232180097e-06,1.7842272628227642e-06
kodak_kodim07,dense,gauss_seidel,0.07,9.757546435971295e-06,9.862303404926513e-06,9.709429440495603e-06
kodak_kodim07,dense,gauss_seidel,0.12,2.8656221576223862e-05,2.9012245308640537e-05,2.8700990077131614e-05
kodak_kodim07,dense,gaussian,0.0,5.310903451056301e-32,5.310903451056301e-32,5.310903451056301e-32
kodak_kodim07,dense,gaussian,0.01,1.9845362462065357e-07,2.0044611484646073e-07,1.9991690785308755e-07
kodak_kodim07,dense,gaussian,0.03,1.7774181155605097e-06,1.7921590946874272e-06,1.7842275679530297e-06
kodak_kodim07,dense,gaussian,0.07,9.757546301535364e-06,9.862302750406066e-06,9.709429074640436e-06
kodak_kodim07,dense,gaussian,0.12,2.8656221756806228e-05,2.9012246768367323e-05,2.870099019016152e-05
kodak_kodim07,dense,gmres,0.0,6.027194812880418e-18,6.027194812880419e-18,6.027194812880419e-18
kodak_kodim07,dense,gmres,0.01,1.9845362221015932e-07,2.0044608027645942e-07,1.9991693024747088e-07
kodak_kodim07,dense,gmres,0.03,1.7774181354018667e-06,1.7921591461996192e-06,1.7842275111783798e-06
kodak_kodim07,dense,gmres,0.07,9.757546386033026e-06,9.862302828611718e-06,9.709429129168941e-06
kodak_kodim07,dense,gmres,0.12,2.8656221838211424e-05,2.9012246663082252e-05,2.8700990433843046e-05
kodak_kodim07,dense,lu,0.0,3.651563189576668e-32,3.651563189576668e-32,3.651563189576668e-32
kodak_kodim07,dense,lu,0.01,1.984536246206533e-07,2.0044611484646036e-07,1.9991690785308755e-07
kodak_kodim07,dense,lu,0.03,1.7774181155605131e-06,1.792159094687433e-06,1.784227567953034e-06
kodak_kodim07,dense,lu,0.07,9.757546301535362e-06,9.862302750406062e-06,9.709429074640438e-06
kodak_kodim07,dense,lu,0.12,2.8656221756806238e-05,2.901224676836735e-05,2.8700990190161513e-05
kodak_kodim07,dense,np_solve,0.0,5.3834016657414e-32,5.3834016657414e-32,5.3834016657414e-32
kodak_kodim07,dense,np_solve,0.01,1.9845362462065238e-07,2.004461148464594e-07,1.9991690785308517e-07
kodak_kodim07,dense,np_solve,0.03,1.7774181155605097e-06,1.792159094687426e-06,1.7842275679530353e-06
kodak_kodim07,dense,np_solve,0.07,9.757546301535354e-06,9.86230275040606e-06,9.709429074640413e-06
kodak_kodim07,dense,np_solve,0.12,2.865622175680624e-05,2.901224676836735e-05,2.870099019016154e-05
kodak_kodim07,sparse,gauss_seidel,0.0,5.3653384282971913e-17,5.3653384282971913e-17,5.3653384282971913e-17
kodak_kodim07,sparse,gauss_seidel,0.01,1.1276241118008139e-06,1.1392339678245255e-06,1.1237249559764853e-06
kodak_kodim07,sparse,gauss_seidel,0.03,9.956570512502167e-06,1.0116208908489967e-05,9.947956235709723e-06
kodak_kodim07,sparse,gauss_seidel,0.07,5.390692231146572e-05,5.4704485952852526e-05,5.3829796104547955e-05
kodak_kodim07,sparse,gauss_seidel,0.12,0.00015951964479984777,0.00016217949989943482,0.00015830443990874458
kodak_kodim07,sparse,gaussian,0.0,2.3623433599841726e-32,2.3623433599841728e-32,2.3623433599841728e-32
kodak_kodim07,sparse,gaussian,0.01,1.1276241516804885e-06,1.1392339149937492e-06,1.1237249895326751e-06
kodak_kodim07,sparse,gaussian,0.03,9.956570732201705e-06,1.0116208498593895e-05,9.947957256114517e-06
kodak_kodim07,sparse,gaussian,0.07,5.3906922418067976e-05,5.4704486570223305e-05,5.3829796537001345e-05
kodak_kodim07,sparse,gaussian,0.12,0.00015951964557458232,0.0001621795005986634,0.00015830444167216006
kodak_kodim07,sparse,gmres,0.0,7.948361400284604e-18,7.948361400284604e-18,7.948361400284604e-18
kodak_kodim07,sparse,gmres,0.01,1.127624196613915e-06,1.1392339770450566e-06,1.1237250609648916e-06
kodak_kodim07,sparse,gmres,0.03,9.95657054565166e-06,1.011620820402088e-05,9.94795712658716e-06
kodak_kodim07,sparse,gmres,0.07,5.390692230566675e-05,5.470448727112952e-05,5.3829795791671996e-05
kodak_kodim07,sparse,gmres,0.12,0.00015951964541218984,0.00016217950003515625,0.0001583044416937957
kodak_kodim07,sparse,lu,0.0,1.1869857172708363e-32,1.1869857172708363e-32,1.1869857172708363e-32
kodak_kodim07,sparse,lu,0.01,1.1276241516804883e-06,1.139233914993753e-06,1.1237249895326718e-06
kodak_kodim07,sparse,lu,0.03,9.956570732201712e-06,1.0116208498593893e-05,9.947957256114534e-06
kodak_kodim07,sparse,lu,0.07,5.3906922418067976e-05,5.470448657022332e-05,5.382979653700132e-05
kodak_kodim07,sparse,lu,0.12,0.0001595196455745823,0.00016217950059866336,0.00015830444167216006
kodak_kodim07,sparse,np_solve,0.0,3.043418569707559e-32,3.043418569707559e-32,3.043418569707559e-32
kodak_kodim07,sparse,np_solve,0.01,1.127624151680488e-06,1.1392339149937484e-06,1.1237249895326734e-06
kodak_kodim07,sparse,np_solve,0.03,9.956570732201699e-06,1.0116208498593883e-05,9.947957256114522e-06
kodak_kodim07,sparse,np_solve,0.07,5.390692241806797e-05,5.470448657022329e-05,5.382979653700135e-05
kodak_kodim07,sparse,np_solve,0.12,0.0001595196455745823,0.0001621795005986633,0.00015830444167216006
kodak_kodim08,dense,gauss_seidel,0.0,1.1909200458719622e-16,1.1909200458719622e-16,1.1909200458719622e-16
kodak_kodim08,dense,gauss_seidel,0.01,1.9660659564696053e-07,2.0070595545114771e-07,1.9551222388989837e-07
kodak_kodim08,dense,gauss_seidel,0.03,1.7699500591895355e-06,1.7868495536930342e-06,1.7785939380992977e-06
kodak_kodim08,dense,gauss_seidel,0.07,9.651405765055055e-06,9.759838597134624e-06,9.67817926464775e-06
kodak_kodim08,dense,gauss_seidel,0.12,2.8702079382316554e-05,2.9153615925680633e-05,2.8511136372323304e-05
kodak_kodim08,dense,gaussian,0.0,7.162643146812567e-32,7.162643146812566e-32,7.162643146812566e-32
kodak_kodim08,dense,gaussian,0.01,1.9660654910875933e-07,2.007058782675654e-07,1.9551225932901086e-07
kodak_kodim08,dense,gaussian,0.03,1.7699500118593834e-06,1.7868497265547602e-06,1.778593786752741e-06
kodak_kodim08,dense,gaussian,0.07,9.651405761397917e-06,9.759838919997617e-06,9.678179724320968e-06
kodak_kodim08,dense,gaussian,0.12,2.8702079306263678e-05,2.915361626672134e-05,2.8511135521699425e-05
kodak_kodim08,dense,gmres,0.0,9.279031674894899e-18,9.279031674894897e-18,9.279031674894897e-18
kodak_kodim08,dense,gmres,0.01,1.9660657296434179e-07,2.0070594066865108e-07,1.9551223047894903e-07
kodak_kodim08,dense,gmres,0.03,1.7699499735855027e-06,1.7868496895234195e-06,1.7785938068842943e-06
kodak_kodim08,dense,gmres,0.07,9.651405734304716e-06,9.759839082583763e-06,9.678179695850632e-06
kodak_kodim08,dense,gmres,0.12,2.870207926214456e-05,2.9153616457204528e-05,2.8511135470544747e-05
kodak_kodim08,dense,lu,0.0,4.974300970268531e-32,4.974300970268531e-32,4.974300970268531e-32
kodak_kodim08,dense,lu,0.01,1.9660654910876005e-07,2.0070587826756646e-07,1.9551225932901282e-07
kodak_kodim08,dense,lu,0.03,1.7699500118593836e-06,1.7868497265547648e-06,1.7785937867527386e-06
kodak_kodim08,dense,lu,0.07,9.651405761397917e-06,9.759838919997627e-06,9.678179724320964e-06
kodak_kodim08,dense,lu,0.12,2.870207930626369e-05,2.9153616266721373e-05,2.851113552169944e-05
kodak_kodim08,dense,np_solve,0.0,7.426166280079423e-32,7.426166280079424e-32,7.426166280079424e-32
kodak_kodim08,dense,np_solve,0.01,1.9660654910875836e-07,2.0070587826756146e-07,1.955122593290121e-07
kodak_kodim08,dense,np_solve,0.03,1.769950011859385e-06,1.7868497265547572e-06,1.7785937867527462e-06
kodak_kodim08,dense,np_solve,0.07,9.651405761397927e-06,9.759838919997627e-06,9.678179724320988e-06
kodak_kodim08,dense,np_solve,0.12,2.87020793062637e-05,2.9153616266721366e-05,2.8511135521699425e-05
kodak_kodim08,sparse,gauss_seidel,0.0,7.245448665232954e-17,7.245448665232954e-17,7.245448665232954e-17
kodak_kodim08,sparse,gauss_seidel,0.01,1.1130686201932653e-06,1.121474686268773e-06,1.1153520617377032e-06
kodak_kodim08,sparse,gauss_seidel,0.03,9.906546081788507e-06,9.998642031800193e-06,9.939937375909868e-06
kodak_kodim08,sparse,gauss_seidel,0.07,5.357314749326644e-05,5.3954640691664136e-05,5.370746572156397e-05
kodak_kodim08,sparse,gauss_seidel,0.12,0.000158744225237367,0.00016150771794989555,0.00015798969450973787
kodak_kodim08,sparse,gaussian,0.0,3.4270075114925357e-32,3.427007511492535e-32,3.427007511492535e-32
kodak_kodim08,sparse,gaussian,0.01,1.1130685755296165e-06,1.1214746374543813e-06,1.1153520927657616e-06
kodak_kodim08,sparse,gaussian,0.03,9.906545951882183e-06,9.998641548797986e-06,9.939937585006523e-06
kodak_kodim08,sparse,gaussian,0.07,5.357314857615094e-05,5.3954641549582995e-05,5.370746713262783e-05
kodak_kodim08,sparse,gaussian,0.12,0.0001587442261705328,0.00016150771927193197,0.0001579896945318263
kodak_kodim08,sparse,gmres,0.0,1.1980347424547023e-17,1.1980347424547021e-17,1.1980347424547021e-17
kodak_kodim08,sparse,gmres,0.01,1.1130685280765753e-06,1.1214744761489354e-06,1.1153520961252595e-06
kodak_kodim08,sparse,gmres,0.03,9.906545797807233e-06,9.99864115169522e-06,9.939937572878154e-06
kodak_kodim08,sparse,gmres,0.07,5.3573148104499046e-05,5.3954641365710655e-05,5.3707466873671755e-05
kodak_kodim08,sparse,gmres,0.12,0.0001587442263905673,0.00016150771844367762,0.00015798969542837486
kodak_kodim08,sparse,lu,0.0,1.7045224334165432e-32,1.7045224334165432e-32,1.7045224334165432e-32
kodak_kodim08,sparse,lu,0.01,1.1130685755296186e-06,1.1214746374543876e-06,1.11535209276576e-06
kodak_kodim08,sparse,lu,0.03,9.906545951882181e-06,9.998641548797986e-06,9.939937585006514e-06
kodak_kodim08,sparse,lu,0.07,5.357314857615093e-05,5.3954641549582995e-05,5.3707467132627826e-05
kodak_kodim08,sparse,lu,0.12,0.0001587442261705328,0.00016150771927193194,0.00015798969453182635
kodak_kodim08,sparse,np_solve,0.0,4.669271919691757e-32,4.669271919691757e-32,4.669271919691757e-32
kodak_kodim08,sparse,np_solve,0.01,1.1130685755296173e-06,1.1214746374543815e-06,1.1153520927657597e-06
kodak_kodim08,sparse,np_solve,0.03,9.90654595188217e-06,9.998641548797959e-06,9.939937585006518e-06
kodak_kodim08,sparse,np_solve,0.07,5.357314857615095e-05,5.3954641549582995e-05,5.3707467132627846e-05
kodak_kodim08,sparse,np_solve,0.12,0.00015874422617053277,0.00016150771927193192,0.0001579896945318263
kodak_kodim09,dense,gauss_seidel,0.0,3.015819897449809e-16,3.015819897449809e-16,3.015819897449809e-16
kodak_kodim09,dense,gauss_seidel,0.01,1.9724956426983122e-07,1.9816963948726607e-07,1.9691961870815653e-07
kodak_kodim09,dense,gauss_seidel,0.03,1.801997766887482e-06,1.8342482860637432e-06,1.7890264874278376e-06
kodak_kodim09,dense,gauss_seidel,0.07,9.714273528626131e-06,9.784033325592018e-06,9.691221095837167e-06
kodak_kodim09,dense,gauss_seidel,0.12,2.8655205872262613e-05,2.8955963636808156e-05,2.854301437919444e-05
kodak_kodim09,dense,gaussian,0.0,7.572243376203533e-32,7.572243376203532e-32,7.572243376203532e-32
kodak_kodim09,dense,gaussian,0.01,1.9724957072907252e-07,1.98169670050456e-07,1.9691961601212578e-07
kodak_kodim09,dense,gaussian,0.03,1.8019982517128703e-06,1.8342491543596734e-06,1.7890269332782481e-06
kodak_kodim09,dense,gaussian,0.07,9.714274001419609e-06,9.78403365288806e-06,9.691221870176903e-06
kodak_kodim09,dense,gaussian,0.12,2.865520605845857e-05,2.8955961075571407e-05,2.8543013824112883e-05
kodak_kodim09,dense,gmres,0.0,8.70595058205827e-18,8.70595058205827e-18,8.70595058205827e-18
kodak_kodim09,dense,gmres,0.01,1.9724955014702338e-07,1.981696390520535e-07,1.9691961709374366e-07
kodak_kodim09,dense,gmres,0.03,1.8019982140456523e-06,1.83424907842854e-06,1.7890269204223941e-06
kodak_kodim09,dense,gmres,0.07,9.714273954658447e-06,9.784033540237195e-06,9.691222026311398e-06
kodak_kodim09,dense,gmres,0.12,2.865520608702023e-05,2.89559612969643e-05,2.8543013951311675e-05
kodak_kodim09,dense,lu,0.0,5.117031251059376e-32,5.117031251059376e-32,5.117031251059376e-32
kodak_kodim09,dense,lu,0.01,1.9724957072907365e-07,1.9816967005045802e-07,1.9691961601212737e-07
kodak_kodim09,dense,lu,0.03,1.801998251712871e-06,1.8342491543596804e-06,1.7890269332782443e-06
kodak_kodim09,dense,lu,0.07,9.714274001419604e-06,9.784033652888053e-06,9.691221870176903e-06
kodak_kodim09,dense,lu,0.12,2.865520605845857e-05,2.8955961075571387e-05,2.854301382411287e-05
kodak_kodim09,dense,np_solve,0.0,7.72569928422289e-32,7.72569928422289e-32,7.72569928422289e-32
kodak_kodim09,dense,np_solve,0.01,1.9724957072907297e-07,1.9816967005045876e-07,1.96919616012126e-07
kodak_kodim09,dense,np_solve,0.03,1.8019982517128735e-06,1.834249154359687e-06,1.7890269332782473e-06
kodak_kodim09,dense,np_solve,0.07,9.714274001419607e-06,9.78403365288807e-06,9.691221870176893e-06
kodak_kodim09,dense,np_solve,0.12,2.8655206058458598e-05,2.8955961075571445e-05,2.8543013824112883e-05
kodak_kodim09,sparse,gauss_seidel,0.0,8.250936318862188e-17,8.250936318862188e-17,8.250936318862188e-17
kodak_kodim09,sparse,gauss_seidel,0.01,1.1115310934663038e-06,1.1330865232404527e-06,1.1130361639698347e-06
kodak_kodim09,sparse,gauss_seidel,0.03,9.867896846960633e-06,1.004951189184916e-05,9.908969949602123e-06
kodak_kodim09,sparse,gauss_seidel,0.07,5.492326101740651e-05,5.507366529097981e-05,5.496926813802814e-05
kodak_kodim09,sparse,gauss_seidel,0.12,0.00016173359861879286,0.00016234645976470272,0.0001619788688411052
kodak_kodim09,sparse,gaussian,0.0,3.3673539202369575e-32,3.3673539202369575e-32,3.3673539202369575e-32
kodak_kodim09,sparse,gaussian,0.01,1.1115310602650164e-06,1.133086317157078e-06,1.1130363094872706e-06
kodak_kodim09,sparse,gaussian,0.03,9.867896549280974e-06,1.0049511666164224e-05,9.908968810279204e-06
kodak_kodim09,sparse,gaussian,0.07,5.492326067299286e-05,5.507366468626924e-05,5.496926776809383e-05
kodak_kodim09,sparse,gaussian,0.12,0.0001617336008119432,0.00016234646251879958,0.00016197887007029843
kodak_kodim09,sparse,gmres,0.0,1.0462047448302226e-17,1.0462047448302226e-17,1.0462047448302226e-17
kodak_kodim09,sparse,gmres,0.01,1.1115310468570439e-06,1.1330863169857788e-06,1.1130362247779022e-06
kodak_kodim09,sparse,gmres,0.03,9.867896461996515e-06,1.0049511727099055e-05,9.908968693039947e-06
kodak_kodim09,sparse,gmres,0.07,5.492326027156889e-05,5.5073663807912425e-05,5.496926807521954e-05
kodak_kodim09,sparse,gmres,0.12,0.0001617335996797543,0.00016234646045368452,0.00016197886853827506
kodak_kodim09,sparse,lu,0.0,1.669980551493204e-32,1.6699805514932044e-32,1.6699805514932044e-32
kodak_kodim09,sparse,lu,0.01,1.1115310602650198e-06,1.1330863171570793e-06,1.1130363094872774e-06
kodak_kodim09,sparse,lu,0.03,9.867896549280976e-06,1.004951166616423e-05,9.9089688102792e-06
kodak_kodim09,sparse,lu,0.07,5.492326067299284e-05,5.507366468626925e-05,5.496926776809379e-05
kodak_kodim09,sparse,lu,0.12,0.0001617336008119432,0.00016234646251879953,0.00016197887007029846
kodak_kodim09,sparse,np_solve,0.0,4.3977463972299954e-32,4.3977463972299954e-32,4.3977463972299954e-32
kodak_kodim09,sparse,np_solve,0.01,1.111531060265018e-06,1.1330863171570764e-06,1.1130363094872744e-06
kodak_kodim09,sparse,np_solve,0.03,9.867896549280986e-06,1.0049511666164233e-05,9.908968810279214e-06
kodak_kodim09,sparse,np_solve,0.07,5.492326067299283e-05,5.507366468626926e-05,5.4969267768093785e-05
kodak_kodim09,sparse,np_solve,0.12,0.00016173360081194322,0.0001623464625187995,0.00016197887007029854
kodak_kodim10,dense,gauss_seidel,0.0,2.117529085783657e-16,2.117529085783657e-16,2.117529085783657e-16
kodak_kodim10,dense,gauss_seidel,0.01,1.9960039173643705e-07,2.015246595650954e-07,1.9942409285468509e-07
kodak_kodim10,dense,gauss_seidel,0.03,1.7881343833801691e-06,1.8275949184327706e-06,1.7874854180553215e-06
kodak_kodim10,dense,gauss_seidel,0.07,9.774120716160985e-06,9.843631924034104e-06,9.818683041363405e-06
kodak_kodim10,dense,gauss_seidel,0.12,2.846079126752841e-05,2.898244708808824e-05,2.8641560594661457e-05
kodak_kodim10,dense,gaussian,0.0,6.448723673015098e-32,6.448723673015098e-32,6.448723673015098e-32
kodak_kodim10,dense,gaussian,0.01,1.9960034714508063e-07,2.0152456377751531e-07,1.9942400607538717e-07
kodak_kodim10,dense,gaussian,0.03,1.7881341421857963e-06,1.8275946062633495e-06,1.7874850670407833e-06
kodak_kodim10,dense,gaussian,0.07,9.774121185299708e-06,9.843633562097744e-06,9.81868306491041e-06
kodak_kodim10,dense,gaussian,0.12,2.8460790564137532e-05,2.898244577097257e-05,2.864156113223537e-05
kodak_kodim10,dense,gmres,0.0,7.290848452760001e-18,7.290848452760001e-18,7.290848452760001e-18
kodak_kodim10,dense,gmres,0.01,1.9960035251282492e-07,2.0152455022414277e-07,1.9942401144564377e-07
kodak_kodim10,dense,gmres,0.03,1.7881340878438788e-06,1.827594487851173e-06,1.7874850294983648e-06
kodak_kodim10,dense,gmres,0.07,9.77412128561151e-06,9.843633588927553e-06,9.818683257512063e-06
kodak_kodim10,dense,gmres,0.12,2.8460790687280656e-05,2.8982445727248853e-05,2.8641561275925862e-05
kodak_kodim10,dense,lu,0.0,4.456488684759738e-32,4.456488684759738e-32,4.456488684759738e-32
kodak_kodim10,dense,lu,0.01,1.9960034714508015e-07,2.0152456377751473e-07,1.994240060753865e-07
kodak_kodim10,dense,lu,0.03,1.788134142185797e-06,1.827594606263347e-06,1.787485067040785e-06
kodak_kodim10,dense,lu,0.07,9.774121185299705e-06,9.843633562097734e-06,9.818683064910417e-06
kodak_kodim10,dense,lu,0.12,2.8460790564137522e-05,2.8982445770972552e-05,2.8641561132235335e-05
kodak_kodim10,dense,np_solve,0.0,6.608706938055443e-32,6.608706938055443e-32,6.608706938055443e-32
kodak_kodim10,dense,np_solve,0.01,1.9960034714507936e-07,2.0152456377751648e-07,1.9942400607538323e-07
kodak_kodim10,dense,np_solve,0.03,1.7881341421857972e-06,1.8275946062633531e-06,1.7874850670407838e-06
kodak_kodim10,dense,np_solve,0.07,9.774121185299705e-06,9.84363356209774e-06,9.818683064910396e-06
kodak_kodim10,dense,np_solve,0.12,2.846079056413753e-05,2.8982445770972582e-05,2.8641561132235342e-05
kodak_kodim10,sparse,gauss_seidel,0.0,6.985953444424817e-17,6.985953444424817e-17,6.985953444424817e-17
kodak_kodim10,sparse,gauss_seidel,0.01,1.1344045192434604e-06,1.1530770103609168e-06,1.1289570073434487e-06
kodak_kodim10,sparse,gauss_seidel,0.03,9.905663453924172e-06,9.986049603772354e-06,9.968541858219323e-06
kodak_kodim10,sparse,gauss_seidel,0.07,5.456683369763579e-05,5.5629745527364465e-05,5.411948978255011e-05
kodak_kodim10,sparse,gauss_seidel,0.12,0.0001604311071523129,0.00016265328865355008,0.000159760589170436
kodak_kodim10,sparse,gaussian,0.0,2.9073630524116797e-32,2.9073630524116797e-32,2.9073630524116797e-32
kodak_kodim10,sparse,gaussian,0.01,1.13440451759796e-06,1.1530768119802584e-06,1.1289570131662056e-06
kodak_kodim10,sparse,gaussian,0.03,9.905663467389368e-06,9.986050313740223e-06,9.968542086643257e-06
kodak_kodim10,sparse,gaussian,0.07,5.456683482035702e-05,5.5629747463031335e-05,5.411949171786498e-05
kodak_kodim10,sparse,gaussian,0.12,0.00016043110736563344,0.00016265328480808696,0.00015976059356699065
kodak_kodim10,sparse,gmres,0.0,9.146871933033974e-18,9.146871933033974e-18,9.146871933033974e-18
kodak_kodim10,sparse,gmres,0.01,1.1344045152966183e-06,1.1530768410257034e-06,1.1289570586058585e-06
kodak_kodim10,sparse,gmres,0.03,9.905663289596082e-06,9.986049977680849e-06,9.96854193336156e-06
kodak_kodim10,sparse,gmres,0.07,5.4566834639582876e-05,5.562974720970278e-05,5.411949201382472e-05
kodak_kodim10,sparse,gmres,0.12,0.00016043110675582984,0.00016265328457020552,0.00015976059207246837
kodak_kodim10,sparse,lu,0.0,1.4431990571508652e-32,1.4431990571508652e-32,1.4431990571508652e-32
kodak_kodim10,sparse,lu,0.01,1.1344045175979598e-06,1.1530768119802594e-06,1.1289570131662058e-06
kodak_kodim10,sparse,lu,0.03,9.905663467389368e-06,9.986050313740223e-06,9.96854208664325e-06
kodak_kodim10,sparse,lu,0.07,5.456683482035701e-05,5.562974746303135e-05,5.4119491717864954e-05
kodak_kodim10,sparse,lu,0.12,0.00016043110736563347,0.00016265328480808696,0.00015976059356699073
kodak_kodim10,sparse,np_solve,0.0,3.75644393842884e-32,3.75644393842884e-32,3.75644393842884e-32
kodak_kodim10,sparse,np_solve,0.01,1.134404517597962e-06,1.1530768119802628e-06,1.1289570131662056e-06
kodak_kodim10,sparse,np_solve,0.03,9.905663467389385e-06,9.986050313740247e-06,9.968542086643277e-06
kodak_kodim10,sparse,np_solve,0.07,5.4566834820356993e-05,5.562974746303129e-05,5.411949171786497e-05
