image_name,matrix_type,solver,sigma,mse_mean,mse_max,mse_median
kodak_kodim01,dense,np_solve,0.01,1.954779078267538e-07,1.995399430299447e-07,1.948754061841713e-07
kodak_kodim01,dense,np_solve,0.03,1.7799899734455288e-06,1.7877735816640948e-06,1.7779993246124788e-06
kodak_kodim01,dense,np_solve,0.07,9.691843477418383e-06,9.800768358812015e-06,9.691860781865683e-06
kodak_kodim01,dense,np_solve,0.12,2.8205654218312162e-05,2.8392747735552344e-05,2.8139253313202638e-05
kodak_kodim01,sparse,gauss_seidel,0.0,6.665758071740391e-17,6.665758071740391e-17,6.665758071740391e-17
kodak_kodim01,sparse,gauss_seidel,0.01,1.1156421005179272e-06,1.134789725120198e-06,1.1082512973333154e-06
kodak_kodim01,sparse,gauss_seidel,0.03,1.0022545186591137e-05,1.0038612996813352e-05,1.0019908182695041e-05
kodak_kodim01,sparse,gauss_seidel,0.07,5.3734190296252135e-05,5.437810331657345e-05,5.411616200500777e-05
kodak_kodim01,sparse,gauss_seidel,0.12,0.00016211003893166709,0.0001638095808342968,0.00016331546323120657
kodak_kodim01,sparse,gaussian,0.0,2.343250861192285e-32,2.343250861192285e-32,2.343250861192285e-32
kodak_kodim01,sparse,gaussian,0.01,1.1156421081580039e-06,1.134789801905875e-06,1.1082512022405646e-06
kodak_kodim01,sparse,gaussian,0.03,1.0022545066022318e-05,1.0038612641244472e-05,1.0019908560778048e-05
kodak_kodim01,sparse,gaussian,0.07,5.373418907915834e-05,5.437810137394689e-05,5.411616096237106e-05
kodak_kodim01,sparse,gaussian,0.12,0.0001621100402194588,0.00016380958264882548,0.0001633154671067264
kodak_kodim01,sparse,gmres,0.0,8.134082972412802e-18,8.134082972412802e-18,8.134082972412802e-18
kodak_kodim01,sparse,gmres,0.01,1.115642108626777e-06,1.1347899067853704e-06,1.1082511379170234e-06
kodak_kodim01,sparse,gmres,0.03,1.0022544980579258e-05,1.0038612509522512e-05,1.001990851525283e-05
kodak_kodim01,sparse,gmres,0.07,5.373418922869041e-05,5.437810167475001e-05,5.411616119185605e-05
kodak_kodim01,sparse,gmres,0.12,0.00016211003909739292,0.00016380958129994818,0.00016331546589241664
kodak_kodim01,sparse,lu,0.0,1.2136916391145525e-32,1.2136916391145525e-32,1.2136916391145525e-32
kodak_kodim01,sparse,lu,0.01,1.1156421081580043e-06,1.134789801905875e-06,1.1082512022405642e-06
kodak_kodim01,sparse,lu,0.03,1.0022545066022318e-05,1.0038612641244472e-05,1.0019908560778053e-05
kodak_kodim01,sparse,lu,0.07,5.373418907915834e-05,5.43781013739469e-05,5.411616096237105e-05
kodak_kodim01,sparse,lu,0.12,0.00016211004021945882,0.00016380958264882554,0.00016331546710672643
